"Plot Title: 20331189"
"#","Date Time, GMT-08:00","Max: Temperature, °F (LGR S/N: 20331189)","Min: Temperature, °F (LGR S/N: 20331189)","Avg: Temperature, °F (LGR S/N: 20331189)","Avg: Pressure, psi (LGR S/N: 20331189)","Coupler Detached (LGR S/N: 20331189)","Coupler Attached (LGR S/N: 20331189)","Host Connected (LGR S/N: 20331189)","Stopped (LGR S/N: 20331189)","End Of File (LGR S/N: 20331189)"
835,07/11/18 03:00:00 AM,46.369,46.369,46.369,14.6353,,,,,
836,07/11/18 04:00:00 AM,46.188,46.188,46.188,14.6448,,,,,
837,07/11/18 05:00:00 AM,45.648,45.648,45.648,14.6510,,,,,
838,07/11/18 06:00:00 AM,45.828,45.828,45.828,14.6564,,,,,
839,07/11/18 07:00:00 AM,46.188,46.188,46.188,14.6646,,,,,
840,07/11/18 08:00:00 AM,48.695,48.695,48.695,14.6752,,,,,
841,07/11/18 09:00:00 AM,50.995,50.995,50.995,14.6830,,,,,
842,07/11/18 10:00:00 AM,50.466,50.466,50.466,14.6893,,,,,
843,07/11/18 11:00:00 AM,52.750,52.750,52.750,14.6996,,,,,
844,07/11/18 12:00:00 PM,52.576,52.576,52.576,14.7065,,,,,
845,07/11/18 01:00:00 PM,54.322,54.322,54.322,14.7132,,,,,
846,07/11/18 02:00:00 PM,59.164,59.164,59.164,14.7173,,,,,
847,07/11/18 03:00:00 PM,56.230,56.230,56.230,14.7252,,,,,
848,07/11/18 04:00:00 PM,57.441,57.441,57.441,14.7306,,,,,
849,07/11/18 05:00:00 PM,61.054,61.054,61.054,14.7319,,,,,
850,07/11/18 06:00:00 PM,64.825,64.825,64.825,14.7337,,,,,
851,07/11/18 07:00:00 PM,65.509,65.509,65.509,14.7379,,,,,
852,07/11/18 08:00:00 PM,57.614,57.614,57.614,14.7483,,,,,
853,07/11/18 09:00:00 PM,51.172,51.172,51.172,14.7554,,,,,
854,07/11/18 10:00:00 PM,54.842,54.842,54.842,14.7641,,,,,
855,07/11/18 11:00:00 PM,53.973,53.973,53.973,14.7719,,,,,
856,07/12/18 12:00:00 AM,47.088,47.088,47.088,14.7831,,,,,
857,07/12/18 01:00:00 AM,45.466,45.466,45.466,14.7943,,,,,
858,07/12/18 02:00:00 AM,44.742,44.742,44.742,14.8026,,,,,
859,07/12/18 03:00:00 AM,42.915,42.915,42.915,14.8084,,,,,
860,07/12/18 04:00:00 AM,41.067,41.067,41.067,14.8166,,,,,
861,07/12/18 05:00:00 AM,40.696,40.696,40.696,14.8256,,,,,
862,07/12/18 06:00:00 AM,40.134,40.134,40.134,14.8269,,,,,
863,07/12/18 07:00:00 AM,42.363,42.363,42.363,14.8343,,,,,
864,07/12/18 08:00:00 AM,46.008,46.008,46.008,14.8377,,,,,
865,07/12/18 09:00:00 AM,52.401,52.401,52.401,14.8401,,,,,
866,07/12/18 10:00:00 AM,65.509,65.509,65.509,14.8423,,,,,
867,07/12/18 11:00:00 AM,63.455,63.455,63.455,14.8471,,,,,
868,07/12/18 12:00:00 PM,60.539,60.539,60.539,14.8449,,,,,
869,07/12/18 01:00:00 PM,63.282,63.282,63.282,14.8442,,,,,
870,07/12/18 02:00:00 PM,62.598,62.598,62.598,14.8375,,,,,
871,07/12/18 03:00:00 PM,62.940,62.940,62.940,14.8408,,,,,
872,07/12/18 04:00:00 PM,63.626,63.626,63.626,14.8401,,,,,
873,07/12/18 05:00:00 PM,66.193,66.193,66.193,14.8365,,,,,
874,07/12/18 06:00:00 PM,72.028,72.028,72.028,14.8339,,,,,
875,07/12/18 07:00:00 PM,69.449,69.449,69.449,14.8298,,,,,
876,07/12/18 08:00:00 PM,65.509,65.509,65.509,14.8298,,,,,
877,07/12/18 09:00:00 PM,60.712,60.712,60.712,14.8229,,,,,
878,07/12/18 10:00:00 PM,56.057,56.057,56.057,14.8240,,,,,
879,07/12/18 11:00:00 PM,51.523,51.523,51.523,14.8282,,,,,
880,07/13/18 12:00:00 AM,48.871,48.871,48.871,14.8269,,,,,
881,07/13/18 01:00:00 AM,47.802,47.802,47.802,14.8318,,,,,
882,07/13/18 02:00:00 AM,46.908,46.908,46.908,14.8298,,,,,
883,07/13/18 03:00:00 AM,46.188,46.188,46.188,14.8231,,,,,
884,07/13/18 04:00:00 AM,45.828,45.828,45.828,14.8224,,,,,
885,07/13/18 05:00:00 AM,45.286,45.286,45.286,14.8187,,,,,
886,07/13/18 06:00:00 AM,44.922,44.922,44.922,14.8153,,,,,
887,07/13/18 07:00:00 AM,45.286,45.286,45.286,14.8162,,,,,
888,07/13/18 08:00:00 AM,48.160,48.160,48.160,14.8128,,,,,
889,07/13/18 09:00:00 AM,57.614,57.614,57.614,14.8079,,,,,
890,07/13/18 10:00:00 AM,78.449,78.449,78.449,14.8057,,,,,
891,07/13/18 11:00:00 AM,68.763,68.763,68.763,14.8007,,,,,
892,07/13/18 12:00:00 PM,73.926,73.926,73.926,14.7940,,,,,
893,07/13/18 01:00:00 PM,67.564,67.564,67.564,14.7902,,,,,
894,07/13/18 02:00:00 PM,65.338,65.338,65.338,14.7847,,,,,
895,07/13/18 03:00:00 PM,65.167,65.167,65.167,14.7843,,,,,
896,07/13/18 04:00:00 PM,63.968,63.968,63.968,14.7738,,,,,
897,07/13/18 05:00:00 PM,63.111,63.111,63.111,14.7741,,,,,
898,07/13/18 06:00:00 PM,60.368,60.368,60.368,14.7650,,,,,
899,07/13/18 07:00:00 PM,55.364,55.364,55.364,14.7628,,,,,
900,07/13/18 08:00:00 PM,53.449,53.449,53.449,14.7558,,,,,
901,07/13/18 09:00:00 PM,52.925,52.925,52.925,14.7496,,,,,
902,07/13/18 10:00:00 PM,52.225,52.225,52.225,14.7454,,,,,
903,07/13/18 11:00:00 PM,50.995,50.995,50.995,14.7476,,,,,
904,07/14/18 12:00:00 AM,50.995,50.995,50.995,14.7451,,,,,
905,07/14/18 01:00:00 AM,50.290,50.290,50.290,14.7485,,,,,
906,07/14/18 02:00:00 AM,49.050,49.050,49.050,14.7431,,,,,
907,07/14/18 03:00:00 AM,48.160,48.160,48.160,14.7409,,,,,
908,07/14/18 04:00:00 AM,47.266,47.266,47.266,14.7364,,,,,
909,07/14/18 05:00:00 AM,46.548,46.548,46.548,14.7348,,,,,
910,07/14/18 06:00:00 AM,46.548,46.548,46.548,14.7324,,,,,
911,07/14/18 07:00:00 AM,46.728,46.728,46.728,14.7252,,,,,
912,07/14/18 08:00:00 AM,47.624,47.624,47.624,14.7274,,,,,
913,07/14/18 09:00:00 AM,50.819,50.819,50.819,14.7199,,,,,
914,07/14/18 10:00:00 AM,57.096,57.096,57.096,14.7099,,,,,
915,07/14/18 11:00:00 AM,58.476,58.476,58.476,14.7007,,,,,
916,07/14/18 12:00:00 PM,63.968,63.968,63.968,14.6993,,,,,
917,07/14/18 01:00:00 PM,60.712,60.712,60.712,14.6962,,,,,
918,07/14/18 02:00:00 PM,63.626,63.626,63.626,14.6909,,,,,
919,07/14/18 03:00:00 PM,63.626,63.626,63.626,14.6835,,,,,
920,07/14/18 04:00:00 PM,63.797,63.797,63.797,14.6690,,,,,
921,07/14/18 05:00:00 PM,63.797,63.797,63.797,14.6566,,,,,
922,07/14/18 06:00:00 PM,64.310,64.310,64.310,14.6479,,,,,
923,07/14/18 07:00:00 PM,59.851,59.851,59.851,14.6445,,,,,
924,07/14/18 08:00:00 PM,55.884,55.884,55.884,14.6375,,,,,
925,07/14/18 09:00:00 PM,54.147,54.147,54.147,14.6334,,,,,
926,07/14/18 10:00:00 PM,52.750,52.750,52.750,14.6301,,,,,
927,07/14/18 11:00:00 PM,51.346,51.346,51.346,14.6343,,,,,
928,07/15/18 12:00:00 AM,49.759,49.759,49.759,14.6307,,,,,
929,07/15/18 01:00:00 AM,48.695,48.695,48.695,14.6282,,,,,
930,07/15/18 02:00:00 AM,47.624,47.624,47.624,14.6258,,,,,
931,07/15/18 03:00:00 AM,46.908,46.908,46.908,14.6266,,,,,
932,07/15/18 04:00:00 AM,46.548,46.548,46.548,14.6233,,,,,
933,07/15/18 05:00:00 AM,46.188,46.188,46.188,14.6175,,,,,
934,07/15/18 06:00:00 AM,46.188,46.188,46.188,14.6175,,,,,
935,07/15/18 07:00:00 AM,47.982,47.982,47.982,14.6166,,,,,
936,07/15/18 08:00:00 AM,52.401,52.401,52.401,14.6194,,,,,
937,07/15/18 09:00:00 AM,61.398,61.398,61.398,14.6110,,,,,
938,07/15/18 10:00:00 AM,62.769,62.769,62.769,14.6143,,,,,
939,07/15/18 11:00:00 AM,60.712,60.712,60.712,14.6143,,,,,
940,07/15/18 12:00:00 PM,63.282,63.282,63.282,14.6131,,,,,
941,07/15/18 01:00:00 PM,64.996,64.996,64.996,14.6098,,,,,
942,07/15/18 02:00:00 PM,64.825,64.825,64.825,14.6069,,,,,
943,07/15/18 03:00:00 PM,62.425,62.425,62.425,14.6036,,,,,
944,07/15/18 04:00:00 PM,59.337,59.337,59.337,14.6011,,,,,
945,07/15/18 05:00:00 PM,63.111,63.111,63.111,14.5928,,,,,
946,07/15/18 06:00:00 PM,70.480,70.480,70.480,14.5888,,,,,
947,07/15/18 07:00:00 PM,72.718,72.718,72.718,14.5943,,,,,
948,07/15/18 08:00:00 PM,64.481,64.481,64.481,14.5962,,,,,
949,07/15/18 09:00:00 PM,60.195,60.195,60.195,14.6007,,,,,
950,07/15/18 10:00:00 PM,64.481,64.481,64.481,14.6086,,,,,
951,07/15/18 11:00:00 PM,56.404,56.404,56.404,14.6114,,,,,
952,07/16/18 12:00:00 AM,48.871,48.871,48.871,14.6162,,,,,
953,07/16/18 01:00:00 AM,46.369,46.369,46.369,14.6204,,,,,
954,07/16/18 02:00:00 AM,44.013,44.013,44.013,14.6226,,,,,
955,07/16/18 03:00:00 AM,45.286,45.286,45.286,14.6228,,,,,
956,07/16/18 04:00:00 AM,46.548,46.548,46.548,14.6233,,,,,
957,07/16/18 05:00:00 AM,46.908,46.908,46.908,14.6291,,,,,
958,07/16/18 06:00:00 AM,47.266,47.266,47.266,14.6298,,,,,
959,07/16/18 07:00:00 AM,50.113,50.113,50.113,14.6314,,,,,
960,07/16/18 08:00:00 AM,52.050,52.050,52.050,14.6384,,,,,
961,07/16/18 09:00:00 AM,53.449,53.449,53.449,14.6442,,,,,
962,07/16/18 10:00:00 AM,72.545,72.545,72.545,14.6487,,,,,
963,07/16/18 11:00:00 AM,69.107,69.107,69.107,14.6524,,,,,
964,07/16/18 12:00:00 PM,64.481,64.481,64.481,14.6533,,,,,
965,07/16/18 01:00:00 PM,63.968,63.968,63.968,14.6569,,,,,
966,07/16/18 02:00:00 PM,63.626,63.626,63.626,14.6611,,,,,
967,07/16/18 03:00:00 PM,65.509,65.509,65.509,14.6584,,,,,
968,07/16/18 04:00:00 PM,65.509,65.509,65.509,14.6533,,,,,
969,07/16/18 05:00:00 PM,61.398,61.398,61.398,14.6532,,,,,
970,07/16/18 06:00:00 PM,57.785,57.785,57.785,14.6594,,,,,
971,07/16/18 07:00:00 PM,57.096,57.096,57.096,14.6627,,,,,
972,07/16/18 08:00:00 PM,56.057,56.057,56.057,14.6652,,,,,
973,07/16/18 09:00:00 PM,56.230,56.230,56.230,14.6706,,,,,
974,07/16/18 10:00:00 PM,53.274,53.274,53.274,14.6759,,,,,
975,07/16/18 11:00:00 PM,51.874,51.874,51.874,14.6851,,,,,
976,07/17/18 12:00:00 AM,51.346,51.346,51.346,14.6913,,,,,
977,07/17/18 01:00:00 AM,50.643,50.643,50.643,14.6971,,,,,
978,07/17/18 02:00:00 AM,49.759,49.759,49.759,14.7049,,,,,
979,07/17/18 03:00:00 AM,49.759,49.759,49.759,14.7049,,,,,
980,07/17/18 04:00:00 AM,49.228,49.228,49.228,14.7062,,,,,
981,07/17/18 05:00:00 AM,48.871,48.871,48.871,14.7105,,,,,
982,07/17/18 06:00:00 AM,48.695,48.695,48.695,14.7174,,,,,
983,07/17/18 07:00:00 AM,49.050,49.050,49.050,14.7183,,,,,
984,07/17/18 08:00:00 AM,50.466,50.466,50.466,14.7215,,,,,
985,07/17/18 09:00:00 AM,66.708,66.708,66.708,14.7260,,,,,
986,07/17/18 10:00:00 AM,83.221,83.221,83.221,14.7312,,,,,
987,07/17/18 11:00:00 AM,67.735,67.735,67.735,14.7260,,,,,
988,07/17/18 12:00:00 PM,73.407,73.407,73.407,14.7280,,,,,
989,07/17/18 01:00:00 PM,67.735,67.735,67.735,14.7260,,,,,
990,07/17/18 02:00:00 PM,66.708,66.708,66.708,14.7260,,,,,
991,07/17/18 03:00:00 PM,63.455,63.455,63.455,14.7252,,,,,
992,07/17/18 04:00:00 PM,63.968,63.968,63.968,14.7192,,,,,
993,07/17/18 05:00:00 PM,67.735,67.735,67.735,14.7186,,,,,
994,07/17/18 06:00:00 PM,74.964,74.964,74.964,14.7194,,,,,
995,07/17/18 07:00:00 PM,69.449,69.449,69.449,14.7203,,,,,
996,07/17/18 08:00:00 PM,65.338,65.338,65.338,14.7225,,,,,
997,07/17/18 09:00:00 PM,59.851,59.851,59.851,14.7239,,,,,
998,07/17/18 10:00:00 PM,62.769,62.769,62.769,14.7286,,,,,
999,07/17/18 11:00:00 PM,55.017,55.017,55.017,14.7396,,,,,
1000,07/18/18 12:00:00 AM,49.050,49.050,49.050,14.7480,,,,,
1001,07/18/18 01:00:00 AM,46.188,46.188,46.188,14.7588,,,,,
1002,07/18/18 02:00:00 AM,44.013,44.013,44.013,14.7637,,,,,
1003,07/18/18 03:00:00 AM,42.363,42.363,42.363,14.7675,,,,,
1004,07/18/18 04:00:00 AM,41.254,41.254,41.254,14.7699,,,,,
1005,07/18/18 05:00:00 AM,40.321,40.321,40.321,14.7728,,,,,
1006,07/18/18 06:00:00 AM,39.947,39.947,39.947,14.7769,,,,,
1007,07/18/18 07:00:00 AM,40.509,40.509,40.509,14.7831,,,,,
1008,07/18/18 08:00:00 AM,42.732,42.732,42.732,14.7856,,,,,
1009,07/18/18 09:00:00 AM,66.022,66.022,66.022,14.7863,,,,,
1010,07/18/18 10:00:00 AM,87.552,87.552,87.552,14.7878,,,,,
1011,07/18/18 11:00:00 AM,68.934,68.934,68.934,14.7812,,,,,
1012,07/18/18 12:00:00 PM,73.062,73.062,73.062,14.7818,,,,,
1013,07/18/18 01:00:00 PM,68.421,68.421,68.421,14.7799,,,,,
1014,07/18/18 02:00:00 PM,66.708,66.708,66.708,14.7782,,,,,
1015,07/18/18 03:00:00 PM,65.338,65.338,65.338,14.7772,,,,,
1016,07/18/18 04:00:00 PM,67.906,67.906,67.906,14.7712,,,,,
1017,07/18/18 05:00:00 PM,71.339,71.339,71.339,14.7748,,,,,
1018,07/18/18 06:00:00 PM,78.098,78.098,78.098,14.7699,,,,,
1019,07/18/18 07:00:00 PM,79.151,79.151,79.151,14.7727,,,,,
1020,07/18/18 08:00:00 PM,69.964,69.964,69.964,14.7689,,,,,
1021,07/18/18 09:00:00 PM,65.338,65.338,65.338,14.7747,,,,,
1022,07/18/18 10:00:00 PM,65.851,65.851,65.851,14.7859,,,,,
1023,07/18/18 11:00:00 PM,57.785,57.785,57.785,14.7909,,,,,
1024,07/19/18 12:00:00 AM,51.172,51.172,51.172,14.8001,,,,,
1025,07/19/18 01:00:00 AM,47.982,47.982,47.982,14.8099,,,,,
1026,07/19/18 02:00:00 AM,46.008,46.008,46.008,14.8153,,,,,
1027,07/19/18 03:00:00 AM,44.560,44.560,44.560,14.8171,,,,,
1028,07/19/18 04:00:00 AM,43.466,43.466,43.466,14.8245,,,,,
1029,07/19/18 05:00:00 AM,44.013,44.013,44.013,14.8231,,,,,
1030,07/19/18 06:00:00 AM,43.466,43.466,43.466,14.8245,,,,,
1031,07/19/18 07:00:00 AM,43.282,43.282,43.282,14.8289,,,,,
1032,07/19/18 08:00:00 AM,45.286,45.286,45.286,14.8311,,,,,
1033,07/19/18 09:00:00 AM,66.879,66.879,66.879,14.8358,,,,,
1034,07/19/18 10:00:00 AM,87.368,87.368,87.368,14.8371,,,,,
1035,07/19/18 11:00:00 AM,68.763,68.763,68.763,14.8330,,,,,
1036,07/19/18 12:00:00 PM,73.753,73.753,73.753,14.8333,,,,,
1037,07/19/18 01:00:00 PM,69.278,69.278,69.278,14.8318,,,,,
1038,07/19/18 02:00:00 PM,65.851,65.851,65.851,14.8332,,,,,
1039,07/19/18 03:00:00 PM,64.310,64.310,64.310,14.8294,,,,,
1040,07/19/18 04:00:00 PM,65.509,65.509,65.509,14.8274,,,,,
1041,07/19/18 05:00:00 PM,69.449,69.449,69.449,14.8274,,,,,
1042,07/19/18 06:00:00 PM,75.832,75.832,75.832,14.8214,,,,,
1043,07/19/18 07:00:00 PM,77.400,77.400,77.400,14.8230,,,,,
1044,07/19/18 08:00:00 PM,68.248,68.248,68.248,14.8243,,,,,
1045,07/19/18 09:00:00 PM,63.968,63.968,63.968,14.8234,,,,,
1046,07/19/18 10:00:00 PM,64.996,64.996,64.996,14.8285,,,,,
1047,07/19/18 11:00:00 PM,57.614,57.614,57.614,14.8353,,,,,
1048,07/20/18 12:00:00 AM,51.346,51.346,51.346,14.8452,,,,,
1049,07/20/18 01:00:00 AM,48.695,48.695,48.695,14.8537,,,,,
1050,07/20/18 02:00:00 AM,46.548,46.548,46.548,14.8588,,,,,
1051,07/20/18 03:00:00 AM,45.104,45.104,45.104,14.8629,,,,,
1052,07/20/18 04:00:00 AM,46.008,46.008,46.008,14.8649,,,,,
1053,07/20/18 05:00:00 AM,47.624,47.624,47.624,14.8687,,,,,
1054,07/20/18 06:00:00 AM,48.871,48.871,48.871,14.8716,,,,,
1055,07/20/18 07:00:00 AM,49.937,49.937,49.937,14.8716,,,,,
1056,07/20/18 08:00:00 AM,50.819,50.819,50.819,14.8736,,,,,
1057,07/20/18 09:00:00 AM,52.225,52.225,52.225,14.8770,,,,,
1058,07/20/18 10:00:00 AM,53.100,53.100,53.100,14.8791,,,,,
1059,07/20/18 11:00:00 AM,54.322,54.322,54.322,14.8820,,,,,
1060,07/20/18 12:00:00 PM,55.884,55.884,55.884,14.8807,,,,,
1061,07/20/18 01:00:00 PM,57.441,57.441,57.441,14.8845,,,,,
1062,07/20/18 02:00:00 PM,58.993,58.993,58.993,14.8858,,,,,
1063,07/20/18 03:00:00 PM,59.680,59.680,59.680,14.8775,,,,,
1064,07/20/18 04:00:00 PM,59.337,59.337,59.337,14.8767,,,,,
1065,07/20/18 05:00:00 PM,62.940,62.940,62.940,14.8707,,,,,
1066,07/20/18 06:00:00 PM,69.622,69.622,69.622,14.8675,,,,,
1067,07/20/18 07:00:00 PM,74.271,74.271,74.271,14.8622,,,,,
1068,07/20/18 08:00:00 PM,66.537,66.537,66.537,14.8623,,,,,
1069,07/20/18 09:00:00 PM,61.227,61.227,61.227,14.8590,,,,,
1070,07/20/18 10:00:00 PM,61.227,61.227,61.227,14.8639,,,,,
1071,07/20/18 11:00:00 PM,55.017,55.017,55.017,14.8687,,,,,
1072,07/21/18 12:00:00 AM,50.819,50.819,50.819,14.8736,,,,,
1073,07/21/18 01:00:00 AM,48.517,48.517,48.517,14.8757,,,,,
1074,07/21/18 02:00:00 AM,47.088,47.088,47.088,14.8799,,,,,
1075,07/21/18 03:00:00 AM,45.828,45.828,45.828,14.8819,,,,,
1076,07/21/18 04:00:00 AM,44.742,44.742,44.742,14.8819,,,,,
1077,07/21/18 05:00:00 AM,44.013,44.013,44.013,14.8828,,,,,
1078,07/21/18 06:00:00 AM,43.831,43.831,43.831,14.8848,,,,,
1079,07/21/18 07:00:00 AM,45.648,45.648,45.648,14.8864,,,,,
1080,07/21/18 08:00:00 AM,48.517,48.517,48.517,14.8832,,,,,
1081,07/21/18 09:00:00 AM,64.139,64.139,64.139,14.8861,,,,,
1082,07/21/18 10:00:00 AM,83.935,83.935,83.935,14.8877,,,,,
1083,07/21/18 11:00:00 AM,67.735,67.735,67.735,14.8777,,,,,
1084,07/21/18 12:00:00 PM,76.006,76.006,76.006,14.8765,,,,,
1085,07/21/18 01:00:00 PM,71.339,71.339,71.339,14.8720,,,,,
1086,07/21/18 02:00:00 PM,68.077,68.077,68.077,14.8661,,,,,
1087,07/21/18 03:00:00 PM,66.879,66.879,66.879,14.8606,,,,,
1088,07/21/18 04:00:00 PM,68.248,68.248,68.248,14.8542,,,,,
1089,07/21/18 05:00:00 PM,72.545,72.545,72.545,14.8501,,,,,
1090,07/21/18 06:00:00 PM,79.853,79.853,79.853,14.8443,,,,,
1091,07/21/18 07:00:00 PM,81.975,81.975,81.975,14.8400,,,,,
1092,07/21/18 08:00:00 PM,72.545,72.545,72.545,14.8352,,,,,
1093,07/21/18 09:00:00 PM,66.366,66.366,66.366,14.8369,,,,,
1094,07/21/18 10:00:00 PM,66.366,66.366,66.366,14.8369,,,,,
1095,07/21/18 11:00:00 PM,59.164,59.164,59.164,14.8390,,,,,
1096,07/22/18 12:00:00 AM,54.322,54.322,54.322,14.8448,,,,,
1097,07/22/18 01:00:00 AM,51.874,51.874,51.874,14.8537,,,,,
1098,07/22/18 02:00:00 AM,50.113,50.113,50.113,14.8620,,,,,
1099,07/22/18 03:00:00 AM,49.050,49.050,49.050,14.8646,,,,,
1100,07/22/18 04:00:00 AM,48.871,48.871,48.871,14.8617,,,,,
1101,07/22/18 05:00:00 AM,47.446,47.446,47.446,14.8633,,,,,
1102,07/22/18 06:00:00 AM,46.369,46.369,46.369,14.8658,,,,,
1103,07/22/18 07:00:00 AM,47.982,47.982,47.982,14.8671,,,,,
1104,07/22/18 08:00:00 AM,52.225,52.225,52.225,14.8696,,,,,
1105,07/22/18 09:00:00 AM,56.750,56.750,56.750,14.8704,,,,,
1106,07/22/18 10:00:00 AM,59.164,59.164,59.164,14.8688,,,,,
1107,07/22/18 11:00:00 AM,61.227,61.227,61.227,14.8639,,,,,
1108,07/22/18 12:00:00 PM,63.111,63.111,63.111,14.8587,,,,,
1109,07/22/18 01:00:00 PM,64.139,64.139,64.139,14.8587,,,,,
1110,07/22/18 02:00:00 PM,66.366,66.366,66.366,14.8543,,,,,
1111,07/22/18 03:00:00 PM,63.455,63.455,63.455,14.8471,,,,,
1112,07/22/18 04:00:00 PM,63.626,63.626,63.626,14.8401,,,,,
1113,07/22/18 05:00:00 PM,67.221,67.221,67.221,14.8316,,,,,
1114,07/22/18 06:00:00 PM,73.580,73.580,73.580,14.8255,,,,,
1115,07/22/18 07:00:00 PM,76.876,76.876,76.876,14.8191,,,,,
1116,07/22/18 08:00:00 PM,68.077,68.077,68.077,14.8089,,,,,
1117,07/22/18 09:00:00 PM,63.968,63.968,63.968,14.8086,,,,,
1118,07/22/18 10:00:00 PM,63.797,63.797,63.797,14.8131,,,,,
1119,07/22/18 11:00:00 PM,56.057,56.057,56.057,14.8117,,,,,
1120,07/23/18 12:00:00 AM,51.699,51.699,51.699,14.8137,,,,,
1121,07/23/18 01:00:00 AM,50.643,50.643,50.643,14.8113,,,,,
1122,07/23/18 02:00:00 AM,50.643,50.643,50.643,14.8137,,,,,
1123,07/23/18 03:00:00 AM,50.466,50.466,50.466,14.8108,,,,,
1124,07/23/18 04:00:00 AM,49.759,49.759,49.759,14.8092,,,,,
1125,07/23/18 05:00:00 AM,49.404,49.404,49.404,14.8010,,,,,
1126,07/23/18 06:00:00 AM,49.228,49.228,49.228,14.8005,,,,,
1127,07/23/18 07:00:00 AM,49.582,49.582,49.582,14.7938,,,,,
1128,07/23/18 08:00:00 AM,50.113,50.113,50.113,14.7952,,,,,
1129,07/23/18 09:00:00 AM,52.050,52.050,52.050,14.7947,,,,,
1130,07/23/18 10:00:00 AM,54.147,54.147,54.147,14.7947,,,,,
1131,07/23/18 11:00:00 AM,56.923,56.923,56.923,14.7938,,,,,
1132,07/23/18 12:00:00 PM,61.227,61.227,61.227,14.7918,,,,,
1133,07/23/18 01:00:00 PM,64.481,64.481,64.481,14.7899,,,,,
1134,07/23/18 02:00:00 PM,64.825,64.825,64.825,14.7908,,,,,
1135,07/23/18 03:00:00 PM,67.392,67.392,67.392,14.7873,,,,,
1136,07/23/18 04:00:00 PM,68.592,68.592,68.592,14.7828,,,,,
1137,07/23/18 05:00:00 PM,66.366,66.366,66.366,14.7822,,,,,
1138,07/23/18 06:00:00 PM,64.481,64.481,64.481,14.7776,,,,,
1139,07/23/18 07:00:00 PM,64.481,64.481,64.481,14.7701,,,,,
1140,07/23/18 08:00:00 PM,62.254,62.254,62.254,14.7696,,,,,
1141,07/23/18 09:00:00 PM,57.614,57.614,57.614,14.7731,,,,,
1142,07/23/18 10:00:00 PM,56.057,56.057,56.057,14.7695,,,,,
1143,07/23/18 11:00:00 PM,54.669,54.669,54.669,14.7686,,,,,
1144,07/24/18 12:00:00 AM,53.798,53.798,53.798,14.7690,,,,,
1145,07/24/18 01:00:00 AM,53.100,53.100,53.100,14.7724,,,,,
1146,07/24/18 02:00:00 AM,52.401,52.401,52.401,14.7706,,,,,
1147,07/24/18 03:00:00 AM,51.874,51.874,51.874,14.7719,,,,,
1148,07/24/18 04:00:00 AM,50.819,50.819,50.819,14.7695,,,,,
1149,07/24/18 05:00:00 AM,50.643,50.643,50.643,14.7617,,,,,
1150,07/24/18 06:00:00 AM,50.113,50.113,50.113,14.7603,,,,,
1151,07/24/18 07:00:00 AM,49.937,49.937,49.937,14.7574,,,,,
1152,07/24/18 08:00:00 AM,50.819,50.819,50.819,14.7595,,,,,
1153,07/24/18 09:00:00 AM,52.576,52.576,52.576,14.7612,,,,,
1154,07/24/18 10:00:00 AM,55.364,55.364,55.364,14.7603,,,,,
1155,07/24/18 11:00:00 AM,59.851,59.851,59.851,14.7563,,,,,
1156,07/24/18 12:00:00 PM,61.054,61.054,61.054,14.7641,,,,,
1157,07/24/18 01:00:00 PM,61.398,61.398,61.398,14.7625,,,,,
1158,07/24/18 02:00:00 PM,61.569,61.569,61.569,14.7679,,,,,
1159,07/24/18 03:00:00 PM,63.797,63.797,63.797,14.7659,,,,,
1160,07/24/18 04:00:00 PM,61.912,61.912,61.912,14.7663,,,,,
1161,07/24/18 05:00:00 PM,62.425,62.425,62.425,14.7675,,,,,
1162,07/24/18 06:00:00 PM,61.227,61.227,61.227,14.7719,,,,,
1163,07/24/18 07:00:00 PM,58.820,58.820,58.820,14.7711,,,,,
1164,07/24/18 08:00:00 PM,55.364,55.364,55.364,14.7702,,,,,
1165,07/24/18 09:00:00 PM,53.100,53.100,53.100,14.7699,,,,,
1166,07/24/18 10:00:00 PM,51.874,51.874,51.874,14.7744,,,,,
1167,07/24/18 11:00:00 PM,50.995,50.995,50.995,14.7773,,,,,
1168,07/25/18 12:00:00 AM,50.995,50.995,50.995,14.7822,,,,,
1169,07/25/18 01:00:00 AM,50.819,50.819,50.819,14.7844,,,,,
1170,07/25/18 02:00:00 AM,50.643,50.643,50.643,14.7815,,,,,
1171,07/25/18 03:00:00 AM,49.937,49.937,49.937,14.7847,,,,,
1172,07/25/18 04:00:00 AM,49.582,49.582,49.582,14.7815,,,,,
1173,07/25/18 05:00:00 AM,49.582,49.582,49.582,14.7840,,,,,
1174,07/25/18 06:00:00 AM,48.695,48.695,48.695,14.7793,,,,,
1175,07/25/18 07:00:00 AM,48.871,48.871,48.871,14.7822,,,,,
1176,07/25/18 08:00:00 AM,48.871,48.871,48.871,14.7822,,,,,
1177,07/25/18 09:00:00 AM,49.228,49.228,49.228,14.7807,,,,,
1178,07/25/18 10:00:00 AM,49.759,49.759,49.759,14.7818,,,,,
1179,07/25/18 11:00:00 AM,51.346,51.346,51.346,14.7831,,,,,
1180,07/25/18 12:00:00 PM,55.711,55.711,55.711,14.7811,,,,,
1181,07/25/18 01:00:00 PM,59.164,59.164,59.164,14.7844,,,,,
1182,07/25/18 02:00:00 PM,63.626,63.626,63.626,14.7853,,,,,
