Plot Title: 20297239								
#	"Date Time, GMT-08:00"	"Temp, °F (LGR S/N: 20297239, SEN S/N: 20297239)"	"Sensor Depth, feet (LGR S/N: 20297239)"				date	Daily Average
2708	9/27/2018 4:00	41.81	0.194					
2709	9/27/2018 5:00	41.81	0.192					
2710	9/27/2018 6:00	41.81	0.175					
2711	9/27/2018 7:00	41.81	0.186					
2712	9/27/2018 8:00	41.81	0.171					
2713	9/27/2018 9:00	41.81	0.184					
2714	9/27/2018 10:00	41.81	0.178					
2715	9/27/2018 11:00	41.994	0.153					
2716	9/27/2018 12:00	41.994	0.175					
2717	9/27/2018 13:00	42.363	0.165					
2718	9/27/2018 14:00	42.732	0.152					
2719	9/27/2018 15:00	42.915	0.162					
2720	9/27/2018 16:00	42.915	0.14					
2721	9/27/2018 17:00	42.915	0.141					
2722	9/27/2018 18:00	42.915	0.145					
2723	9/27/2018 19:00	42.915	0.152					
2724	9/27/2018 20:00	42.915	0.139					
2725	9/27/2018 21:00	42.732	0.139					
2726	9/27/2018 22:00	42.732	0.15					
2727	9/27/2018 23:00	42.732	0.128					
2728	9/28/2018 0:00	42.732	0.12					
2729	9/28/2018 1:00	42.732	0.119					
2730	9/28/2018 2:00	42.732	0.129					
2731	9/28/2018 3:00	42.915	0.133					
2732	9/28/2018 4:00	42.915	0.126					
2733	9/28/2018 5:00	43.099	0.139					
2734	9/28/2018 6:00	43.099	0.145					
2735	9/28/2018 7:00	43.099	0.151					
2736	9/28/2018 8:00	43.099	0.185					
2737	9/28/2018 9:00	43.282	0.207					
2738	9/28/2018 10:00	43.282	0.218					
2739	9/28/2018 11:00	43.466	0.218					
2740	9/28/2018 12:00	43.831	0.238					
2741	9/28/2018 13:00	44.013	0.23					
2742	9/28/2018 14:00	44.379	0.247					
2743	9/28/2018 15:00	44.742	0.259					
2744	9/28/2018 16:00	44.742	0.266					
2745	9/28/2018 17:00	45.104	0.308					
2746	9/28/2018 18:00	45.286	0.348					
2747	9/28/2018 19:00	44.922	0.359					
2748	9/28/2018 20:00	44.742	0.399					
2749	9/28/2018 21:00	44.742	0.408					
2750	9/28/2018 22:00	44.742	0.424					
2751	9/28/2018 23:00	44.56	0.467					
2752	9/29/2018 0:00	44.56	0.472					
2753	9/29/2018 1:00	44.56	0.455					
2754	9/29/2018 2:00	44.56	0.496					
2755	9/29/2018 3:00	44.742	0.49					
2756	9/29/2018 4:00	44.56	0.522					
2757	9/29/2018 5:00	44.195	0.527					
2758	9/29/2018 6:00	44.013	0.544					
2759	9/29/2018 7:00	43.648	0.531					
2760	9/29/2018 8:00	43.648	0.549					
2761	9/29/2018 9:00	43.466	0.573					
2762	9/29/2018 10:00	43.466	0.527					
2763	9/29/2018 11:00	43.466	0.554					
2764	9/29/2018 12:00	43.648	0.532					
2765	9/29/2018 13:00	44.013	0.549					
2766	9/29/2018 14:00	44.379	0.548					
2767	9/29/2018 15:00	44.56	0.537					
2768	9/29/2018 16:00	44.922	0.535					
2769	9/29/2018 17:00	45.104	0.514					
2770	9/29/2018 18:00	44.922	0.535					
2771	9/29/2018 19:00	44.742	0.511					
2772	9/29/2018 20:00	44.56	0.513					
2773	9/29/2018 21:00	44.379	0.489					
2774	9/29/2018 22:00	44.013	0.524					
2775	9/29/2018 23:00	44.013	0.527					
2776	9/30/2018 0:00	43.648	0.516					
2777	9/30/2018 1:00	43.648	0.522					
2778	9/30/2018 2:00	43.648	0.526					
2779	9/30/2018 3:00	43.466	0.558					
2780	9/30/2018 4:00	43.282	0.57					
2781	9/30/2018 5:00	42.732	0.593					
2782	9/30/2018 6:00	42.179	0.62					
2783	9/30/2018 7:00	41.994	0.607					
2784	9/30/2018 8:00	41.625	0.623					
2785	9/30/2018 9:00	41.254	0.609					
2786	9/30/2018 10:00	41.067	0.605					
2787	9/30/2018 11:00	41.067	0.612					
2788	9/30/2018 12:00	41.067	0.593					
2789	9/30/2018 13:00	41.067	0.557					
2790	9/30/2018 14:00	41.439	0.558					
2791	9/30/2018 15:00	41.625	0.55					
2792	9/30/2018 16:00	41.81	0.517					
2793	9/30/2018 17:00	41.994	0.506					
2794	9/30/2018 18:00	41.994	0.52					
2795	9/30/2018 19:00	41.81	0.498					
2796	9/30/2018 20:00	41.625	0.495					
2797	9/30/2018 21:00	41.625	0.463					
2798	9/30/2018 22:00	41.625	0.446					
2799	9/30/2018 23:00	41.439	0.438					
2800	10/1/2018 0:00	41.439	0.423					
2801	10/1/2018 1:00	41.439	0.424					
2802	10/1/2018 2:00	41.439	0.417					
2803	10/1/2018 3:00	41.439	0.415					
2804	10/1/2018 4:00	41.439	0.428					
2805	10/1/2018 5:00	41.067	0.436					
2806	10/1/2018 6:00	40.509	0.438					
2807	10/1/2018 7:00	40.134	0.455					
2808	10/1/2018 8:00	39.947	0.468					
2809	10/1/2018 9:00	39.76	0.446					
2810	10/1/2018 10:00	39.573	0.408					
2811	10/1/2018 11:00	39.573	0.442					
2812	10/1/2018 12:00	39.573	0.392					
2813	10/1/2018 13:00	39.76	0.395					
2814	10/1/2018 14:00	39.947	0.383					
2815	10/1/2018 15:00	40.321	0.38					
2816	10/1/2018 16:00	40.696	0.342					
2817	10/1/2018 17:00	40.881	0.336					
2818	10/1/2018 18:00	40.881	0.329					
2819	10/1/2018 19:00	40.696	0.327					
2820	10/1/2018 20:00	40.696	0.33					
2821	10/1/2018 21:00	40.509	0.304					
2822	10/1/2018 22:00	40.509	0.296					
2823	10/1/2018 23:00	40.509	0.268					
2824	10/2/2018 0:00	40.321	0.257					
2825	10/2/2018 1:00	40.321	0.274					
2826	10/2/2018 2:00	40.321	0.254					
2827	10/2/2018 3:00	40.321	0.248					
2828	10/2/2018 4:00	40.509	0.237					
2829	10/2/2018 5:00	40.509	0.26					
2830	10/2/2018 6:00	40.509	0.278					
2831	10/2/2018 7:00	40.509	0.285					
2832	10/2/2018 8:00	40.321	0.287					
2833	10/2/2018 9:00	40.321	0.286					
2834	10/2/2018 10:00	40.321	0.298					
2835	10/2/2018 11:00	40.321	0.3					
2836	10/2/2018 12:00	40.509	0.292					
2837	10/2/2018 13:00	40.696	0.283					
2838	10/2/2018 14:00	41.067	0.292					
2839	10/2/2018 15:00	41.254	0.288					
2840	10/2/2018 16:00	41.625	0.253					
2841	10/2/2018 17:00	41.625	0.262					
2842	10/2/2018 18:00	41.81	0.252					
2843	10/2/2018 19:00	41.81	0.242					
2844	10/2/2018 20:00	41.81	0.229					
2845	10/2/2018 21:00	41.81	0.24					
2846	10/2/2018 22:00	41.81	0.239					
2847	10/2/2018 23:00	41.994	0.236					
2848	10/3/2018 0:00	41.994	0.215					
2849	10/3/2018 1:00	41.994	0.216					
2850	10/3/2018 2:00	41.994	0.232					
2851	10/3/2018 3:00	42.179	0.211					
2852	10/3/2018 4:00	42.179	0.221					
2853	10/3/2018 5:00	42.179	0.213					
2854	10/3/2018 6:00	42.179	0.237					
2855	10/3/2018 7:00	42.179	0.253					
2856	10/3/2018 8:00	42.179	0.229					
2857	10/3/2018 9:00	42.179	0.245					
2858	10/3/2018 10:00	42.179	0.234					
2859	10/3/2018 11:00	42.179	0.219					
2860	10/3/2018 12:00	42.363	0.241					
2861	10/3/2018 13:00	42.363	0.223					
2862	10/3/2018 14:00	42.548	0.209					
2863	10/3/2018 15:00	42.548	0.204					
2864	10/3/2018 16:00	42.732	0.2					
2865	10/3/2018 17:00	42.915	0.191					
2866	10/3/2018 18:00	42.915	0.186					
2867	10/3/2018 19:00	42.732	0.178					
2868	10/3/2018 20:00	42.732	0.165					
2869	10/3/2018 21:00	42.548	0.187					
2870	10/3/2018 22:00	42.548	0.15					
2871	10/3/2018 23:00	42.732	0.144					
2872	10/4/2018 0:00	42.732	0.15					
2873	10/4/2018 1:00	42.732	0.139					
2874	10/4/2018 2:00	42.732	0.14					
2875	10/4/2018 3:00	42.732	0.137					
2876	10/4/2018 4:00	42.732	0.131					
2877	10/4/2018 5:00	42.732	0.13					
2878	10/4/2018 6:00	42.732	0.143					
2879	10/4/2018 7:00	42.732	0.175					
2880	10/4/2018 8:00	42.548	0.172					
2881	10/4/2018 9:00	42.363	0.142					
2882	10/4/2018 10:00	42.363	0.145					
2883	10/4/2018 11:00	42.363	0.177					
2884	10/4/2018 12:00	42.363	0.155					
2885	10/4/2018 13:00	42.548	0.187					
2886	10/4/2018 14:00	42.548	0.172					
2887	10/4/2018 15:00	42.548	0.186					
2888	10/4/2018 16:00	42.548	0.189					
2889	10/4/2018 17:00	42.548	0.185					
2890	10/4/2018 18:00	42.548	0.185					
2891	10/4/2018 19:00	42.548	0.203					
2892	10/4/2018 20:00	42.363	0.198					
2893	10/4/2018 21:00	42.363	0.191					
2894	10/4/2018 22:00	42.548	0.205					
2895	10/4/2018 23:00	42.548	0.219					
2896	10/5/2018 0:00	42.548	0.199					
2897	10/5/2018 1:00	42.732	0.213					
2898	10/5/2018 2:00	42.732	0.206					
2899	10/5/2018 3:00	42.548	0.189					
2900	10/5/2018 4:00	42.548	0.211					
2901	10/5/2018 5:00	42.548	0.223					
2902	10/5/2018 6:00	42.548	0.229					
2903	10/5/2018 7:00	42.363	0.234					
2904	10/5/2018 8:00	42.363	0.21					
2905	10/5/2018 9:00	42.179	0.215					
2906	10/5/2018 10:00	42.179	0.225					
2907	10/5/2018 11:00	42.179	0.212					
2908	10/5/2018 12:00	42.363	0.198					
2909	10/5/2018 13:00	42.732	0.193					
2910	10/5/2018 14:00	43.099	0.172					
2911	10/5/2018 15:00	43.282	0.172					
2912	10/5/2018 16:00	43.648	0.177					
2913	10/5/2018 17:00	43.648	0.173					
2914	10/5/2018 18:00	43.466	0.187					
2915	10/5/2018 19:00	43.282	0.169					
2916	10/5/2018 20:00	43.099	0.161					
2917	10/5/2018 21:00	42.915	0.169					
2918	10/5/2018 22:00	42.915	0.159					
2919	10/5/2018 23:00	42.915	0.137					
2920	10/6/2018 0:00	42.915	0.121					
2921	10/6/2018 1:00	42.732	0.146					
2922	10/6/2018 2:00	42.548	0.106					
2923	10/6/2018 3:00	42.548	0.143					
2924	10/6/2018 4:00	42.363	0.142					
2925	10/6/2018 5:00	42.363	0.143					
2926	10/6/2018 6:00	41.994	0.158					
2927	10/6/2018 7:00	41.81	0.156					
2928	10/6/2018 8:00	41.625	0.142					
2929	10/6/2018 9:00	41.439	0.155					
2930	10/6/2018 10:00	41.439	0.157					
2931	10/6/2018 11:00	41.439	0.161					
2932	10/6/2018 12:00	41.81	0.154					
2933	10/6/2018 13:00	41.994	0.159					
2934	10/6/2018 14:00	42.179	0.126					
2935	10/6/2018 15:00	42.363	0.133					
2936	10/6/2018 16:00	42.548	0.114					
2937	10/6/2018 17:00	42.548	0.122					
2938	10/6/2018 18:00	42.548	0.107					
2939	10/6/2018 19:00	42.363	0.115					
2940	10/6/2018 20:00	42.179	0.102					
2941	10/6/2018 21:00	41.994	0.08					
2942	10/6/2018 22:00	41.994	0.085					
2943	10/6/2018 23:00	41.81	0.081					
2944	10/7/2018 0:00	41.067	0.068					
2945	10/7/2018 1:00	40.509	0.08					
2946	10/7/2018 2:00	40.134	0.073					
2947	10/7/2018 3:00	39.384	0.054					
2948	10/7/2018 4:00	39.76	0.044					
2949	10/7/2018 5:00	39.947	0.047					
2950	10/7/2018 6:00	40.134	0.047					
2951	10/7/2018 7:00	40.321	0.06					
2952	10/7/2018 8:00	40.509	0.039					
2953	10/7/2018 9:00	40.696	0.048					
2954	10/7/2018 10:00	41.067	0.047					
2955	10/7/2018 11:00	41.439	0.062					
2956	10/7/2018 12:00	41.81	0.056					
2957	10/7/2018 13:00	42.915	0.047					
2958	10/7/2018 14:00	42.915	0.054					
2959	10/7/2018 15:00	42.732	0.035					
2960	10/7/2018 16:00	42.732	0.038					
2961	10/7/2018 17:00	42.732	0.055					
2962	10/7/2018 18:00	42.732	0.045					
2963	10/7/2018 19:00	42.363	0.048					
2964	10/7/2018 20:00	41.994	0.036					
2965	10/7/2018 21:00	41.81	0.032					
2966	10/7/2018 22:00	41.81	0.04					
2967	10/7/2018 23:00	41.625	0.029					
2968	10/8/2018 0:00	41.625	0.026					
2969	10/8/2018 1:00	41.625	0.024					
2970	10/8/2018 2:00	41.625	0.019					
2971	10/8/2018 3:00	41.625	0.007					
2972	10/8/2018 4:00	41.625	0.025					
2973	10/8/2018 5:00	41.254	0.017					
2974	10/8/2018 6:00	41.067	0.018					
2975	10/8/2018 7:00	41.067	0.016					
2976	10/8/2018 8:00	39.384	0.018					
2977	10/8/2018 9:00	39.007	0.027					
2978	10/8/2018 10:00	40.509	0.025					
2979	10/8/2018 11:00	41.067	0.02					
2980	10/8/2018 12:00	42.915	0.023					
2981	10/8/2018 13:00	43.831	0.011					
2982	10/8/2018 14:00	43.831	0.014					
2983	10/8/2018 15:00	44.56	0.008					
2984	10/8/2018 16:00	45.104	0.015					
2985	10/8/2018 17:00	44.56	0.017					
2986	10/8/2018 18:00	43.466	0.024					
2987	10/8/2018 19:00	42.179	0.024					
2988	10/8/2018 20:00	41.439	0.024					
2989	10/8/2018 21:00	40.881	0.029					
2990	10/8/2018 22:00	40.696	0.035					
2991	10/8/2018 23:00	40.321	0.018					
2992	10/9/2018 0:00	40.134	0.027					
2993	10/9/2018 1:00	39.947	0.009					
2994	10/9/2018 2:00	39.947	0.013					
2995	10/9/2018 3:00	40.696	0.014					
2996	10/9/2018 4:00	40.696	0.016					
2997	10/9/2018 5:00	40.509	-0.002					
2998	10/9/2018 6:00	40.134	0.005					
2999	10/9/2018 7:00	39.947	0.001					
3000	10/9/2018 8:00	39.76	0.002					
3001	10/9/2018 9:00	39.384	0.009					
3002	10/9/2018 10:00	40.134	0.004					
3003	10/9/2018 11:00	41.067	-0.015					
3004	10/9/2018 12:00	41.625	-0.009					
3005	10/9/2018 13:00	41.81	-0.003					
3006	10/9/2018 14:00	42.548	0.002					
3007	10/9/2018 15:00	42.548	-0.015					
3008	10/9/2018 16:00	42.915	-0.006					
3009	10/9/2018 17:00	43.466	-0.019					
3010	10/9/2018 18:00	42.732	-0.011					
3011	10/9/2018 19:00	42.179	-0.01					
3012	10/9/2018 20:00	41.81	-0.017					
3013	10/9/2018 21:00	41.625	-0.021					
3014	10/9/2018 22:00	41.81	-0.008					
3015	10/9/2018 23:00	41.625	-0.015					
3016	10/10/2018 0:00	41.81	-0.011					
3017	10/10/2018 1:00	41.994	-0.018					
3018	10/10/2018 2:00	41.81	-0.023					
3019	10/10/2018 3:00	41.625	-0.027					
3020	10/10/2018 4:00	41.625	-0.033					
3021	10/10/2018 5:00	41.81	-0.023					
3022	10/10/2018 6:00	41.994	-0.041					
3023	10/10/2018 7:00	42.179	-0.033					
3024	10/10/2018 8:00	41.81	-0.022					
3025	10/10/2018 9:00	41.81	-0.033					
3026	10/10/2018 10:00	41.625	-0.023					
3027	10/10/2018 11:00	43.099	-0.03					
3028	10/10/2018 12:00	45.648	-0.044					
3029	10/10/2018 13:00	46.908	-0.048					
3030	10/10/2018 14:00	47.802	-0.029					
3031	10/10/2018 15:00	48.871	-0.034					
3032	10/10/2018 16:00	46.548	-0.029					
3033	10/10/2018 17:00	45.648	-0.019					
3034	10/10/2018 18:00	45.648	-0.011					
3035	10/10/2018 19:00	45.286	-0.014					
3036	10/10/2018 20:00	45.104	-0.017					
3037	10/10/2018 21:00	45.104	-0.003					
3038	10/10/2018 22:00	45.104	0.01					
3039	10/10/2018 23:00	44.922	0.006					
3040	10/11/2018 0:00	44.379	0.015					
3041	10/11/2018 1:00	44.742	0.021					
3042	10/11/2018 2:00	45.104	0.026					
3043	10/11/2018 3:00	44.56	0.046					
3044	10/11/2018 4:00	44.013	0.06					
3045	10/11/2018 5:00	43.282	0.073					
3046	10/11/2018 6:00	42.915	0.073					
3047	10/11/2018 7:00	42.548	0.097					
3048	10/11/2018 8:00	42.363	0.12					
3049	10/11/2018 9:00	42.179	0.159					
3050	10/11/2018 10:00	42.179	0.152					
3051	10/11/2018 11:00	42.179	0.153					
3052	10/11/2018 12:00	42.363	0.109					
3053	10/11/2018 13:00	42.548	0.15					
3054	10/11/2018 14:00	42.732	0.127					
3055	10/11/2018 15:00	42.915	0.155					
3056	10/11/2018 16:00	43.099	0.116					
3057	10/11/2018 17:00	42.915	0.154					
3058	10/11/2018 18:00	42.915	0.15					
3059	10/11/2018 19:00	42.363	0.133					
3060	10/11/2018 20:00	41.994	0.142					
3061	10/11/2018 21:00	41.625	0.142					
3062	10/11/2018 22:00	41.439	0.148					
3063	10/11/2018 23:00	41.067	0.133					
3064	10/12/2018 0:00	40.696	0.112					
3065	10/12/2018 1:00	40.881	0.104					
3066	10/12/2018 2:00	41.254	0.094					
3067	10/12/2018 3:00	41.625	0.071					
3068	10/12/2018 4:00	41.625	0.072					
3069	10/12/2018 5:00	41.994	0.067					
3070	10/12/2018 6:00	41.994	0.071					
3071	10/12/2018 7:00	42.179	0.091					
3072	10/12/2018 8:00	41.994	0.055					
3073	10/12/2018 9:00	42.363	0.043					
3074	10/12/2018 10:00	42.548	0.045					
3075	10/12/2018 11:00	43.099	0.048					
3076	10/12/2018 12:00	43.099	0.031					
3077	10/12/2018 13:00	43.831	0.024					
3078	10/12/2018 14:00	44.013	0.019					
3079	10/12/2018 15:00	44.56	0.021					
3080	10/12/2018 16:00	44.379	0.001					
3081	10/12/2018 17:00	43.099	0.015					
3082	10/12/2018 18:00	42.363	0.014					
3083	10/12/2018 19:00	41.994	0.007					
3084	10/12/2018 20:00	41.81	0.008					
3085	10/12/2018 21:00	41.81	0.009					
3086	10/12/2018 22:00	41.994	-0.007					
3087	10/12/2018 23:00	41.625	-0.002					
3088	10/13/2018 0:00	41.994	-0.013					
3089	10/13/2018 1:00	41.994	0.008					
3090	10/13/2018 2:00	42.179	-0.004					
3091	10/13/2018 3:00	42.179	0.014					
3092	10/13/2018 4:00	42.363	0.015					
3093	10/13/2018 5:00	42.179	0.022					
3094	10/13/2018 6:00	42.179	0.035					
3095	10/13/2018 7:00	42.179	0.055					
3096	10/13/2018 8:00	42.179	0.107					
3097	10/13/2018 9:00	42.363	0.128					
3098	10/13/2018 10:00	42.363	0.155					
3099	10/13/2018 11:00	42.363	0.195					
3100	10/13/2018 12:00	42.179	0.259					
3101	10/13/2018 13:00	42.363	0.291					
3102	10/13/2018 14:00	42.548	0.319					
3103	10/13/2018 15:00	42.732	0.358					
3104	10/13/2018 16:00	42.915	0.361					
3105	10/13/2018 17:00	42.915	0.42					
3106	10/13/2018 18:00	42.915	0.42					
3107	10/13/2018 19:00	42.732	0.447					
3108	10/13/2018 20:00	42.548	0.453					
3109	10/13/2018 21:00	42.179	0.456					
3110	10/13/2018 22:00	41.994	0.464					
3111	10/13/2018 23:00	41.81	0.468					
3112	10/14/2018 0:00	41.439	0.431					
3113	10/14/2018 1:00	41.067	0.47					
3114	10/14/2018 2:00	41.067	0.478					
3115	10/14/2018 3:00	40.881	0.418					
3116	10/14/2018 4:00	40.696	0.417					
3117	10/14/2018 5:00	40.321	0.396					
3118	10/14/2018 6:00	40.134	0.395					
3119	10/14/2018 7:00	39.573	0.351					
3120	10/14/2018 8:00	39.196	0.352					
3121	10/14/2018 9:00	38.629	0.338					
3122	10/14/2018 10:00	38.25	0.283					
3123	10/14/2018 11:00	38.25	0.297					
3124	10/14/2018 12:00	38.061	0.266					
3125	10/14/2018 13:00	38.25	0.263					
3126	10/14/2018 14:00	38.44	0.249					
3127	10/14/2018 15:00	38.44	0.233					
3128	10/14/2018 16:00	38.629	0.222					
3129	10/14/2018 17:00	38.44	0.201					
3130	10/14/2018 18:00	38.44	0.199					
3131	10/14/2018 19:00	38.25	0.174					
3132	10/14/2018 20:00	38.061	0.178					
3133	10/14/2018 21:00	38.061	0.146					
3134	10/14/2018 22:00	37.679	0.158					
3135	10/14/2018 23:00	37.488	0.142					
3136	10/15/2018 0:00	37.297	0.126					
3137	10/15/2018 1:00	36.914	0.109					
3138	10/15/2018 2:00	36.723	0.106					
3139	10/15/2018 3:00	36.531	0.118					
3140	10/15/2018 4:00	36.338	0.093					
3141	10/15/2018 5:00	36.145	0.118					
3142	10/15/2018 6:00	36.145	0.072					
3143	10/15/2018 7:00	36.145	0.087					
3144	10/15/2018 8:00	36.145	0.077					
3145	10/15/2018 9:00	36.145	0.082					
3146	10/15/2018 10:00	36.338	0.075					
3147	10/15/2018 11:00	35.758	-0.122					
3148	10/15/2018 12:00	54.842	-0.442					
3149	10/15/2018 13:00	73.062	-0.833					
3150	10/15/2018 14:00	76.181	-0.607					
3151	10/15/2018 15:00	76.703	-0.727					
3152	10/15/2018 16:00	76.876	-0.046					
3153	10/15/2018 17:00	76.876	-0.046					
3154	10/15/2018 18:00	77.05	-0.051					
3155	10/15/2018 19:00	77.05	-0.045					
3156	10/15/2018 20:00	77.05	-0.046					
3157	10/15/2018 21:00	77.05	-0.057					
3158	10/15/2018 22:00	77.05	-0.057					
3159	10/15/2018 23:00	77.225	-0.056					
3160	10/16/2018 0:00	77.225	-0.05					
3161	10/16/2018 1:00	77.225	-0.051					
3162	10/16/2018 2:00	77.05	-0.052					
3163	10/16/2018 3:00	77.225	-0.056					
3164	10/16/2018 4:00	77.225	-0.051					
3165	10/16/2018 5:00	77.4	-0.068					
3166	10/16/2018 6:00	77.4	-0.073					
3167	10/16/2018 7:00	77.225	-0.09					
3168	10/16/2018 8:00	77.4	-0.096					
3169	10/16/2018 9:00	77.749	-0.095					
3170	10/16/2018 10:00	76.703	-0.089					
3171	10/16/2018 11:00	76.876	-0.089					
3172	10/16/2018 12:00	76.703	-0.083					
3173	10/16/2018 13:00	77.05	-0.101					
3174	10/16/2018 14:00	76.876	-0.089					
3175	10/16/2018 15:00	75.659	-0.058					
3176	10/16/2018 16:00	74.271	-0.028					
3177	10/16/2018 17:00	76.181	-0.09					
3178	10/16/2018 18:00	77.05	-0.111					
3179	10/16/2018 19:00	77.225	-0.106					
3180	10/16/2018 20:00	77.4	-0.112					
3181	10/16/2018 21:00	77.4	-0.105					
3182	10/16/2018 22:00	77.4	-0.112					
3183	10/16/2018 23:00	77.574	-0.117					
3184	10/17/2018 0:00	77.574	-0.111					
3185	10/17/2018 1:00	77.574	-0.111					
3186	10/17/2018 2:00	77.749	-0.111					
3187	10/17/2018 3:00	77.749	-0.111					
3188	10/17/2018 4:00	77.749	-0.105					
3189	10/17/2018 5:00	77.749	-0.094					
3190	10/17/2018 6:00	77.749	-0.099					
3191	10/17/2018 7:00	77.749	-0.111					
3192	10/17/2018 8:00	77.923	-0.111					
3193	10/17/2018 9:00	77.923	-0.111					
3194	10/17/2018 10:00	74.964	-0.024					
3195	10/17/2018 11:00	66.193	0.124					
3196	10/17/2018 12:00	71.512	-0.013					
3197	10/17/2018 13:00	74.619	-0.073					
3198	10/17/2018 14:00	75.659	-0.087					
3199	10/17/2018 15:00	75.312	-0.071					
3200	10/17/2018 16:00	76.354	-0.112					
3201	10/17/2018 17:00	76.876	-0.117					
3202	10/17/2018 18:00	74.964	-0.059					
3203	10/17/2018 19:00	76.181	-0.089					
3204	10/17/2018 20:00	76.876	-0.122					
3205	10/17/2018 21:00	77.05	-0.121					
3206	10/17/2018 22:00	77.225	-0.121					
3207	10/17/2018 23:00	77.4	-0.127					
3208	10/18/2018 0:00	77.4	-0.127					
3209	10/18/2018 1:00	77.4	-0.127					
3210	10/18/2018 2:00	77.4	-0.122					
3211	10/18/2018 3:00	77.574	-0.122					
3212	10/18/2018 4:00	77.749	-0.126					
3213	10/18/2018 5:00	77.749	-0.126					
3214	10/18/2018 6:00	77.749	-0.12					
3215	10/18/2018 7:00	77.923	-0.137					
3216	10/18/2018 8:00	77.923	-0.127					
3217	10/18/2018 9:00	78.098	-0.132					
3218	10/18/2018 10:00	71.856	0.006					
3219	10/18/2018 11:00	74.098	-0.037					
3220	10/18/2018 12:00	76.354	-0.093					
3221	10/18/2018 13:00	77.05	-0.116					
3222	10/18/2018 14:00	77.4	-0.121					
3223	10/18/2018 15:00	77.749	-0.126					
3224	10/18/2018 16:00	77.05	-0.092					
3225	10/18/2018 17:00	79.853	-0.072					
3226	10/18/2018 18:00	70.308	0.072					
3227	10/18/2018 19:00	70.137	0.071					
3228	10/18/2018 20:00	70.308	0.07					
3229	10/18/2018 21:00	70.48	0.075					
3230	10/18/2018 22:00	70.651	0.071					
3231	10/18/2018 23:00	70.824	0.065					
3232	10/19/2018 0:00	70.824	0.069					
3233	10/19/2018 1:00	70.995	0.07					
3234	10/19/2018 2:00	70.995	0.069					
3235	10/19/2018 3:00	71.168	0.07					
3236	10/19/2018 4:00	71.168	0.08					
3237	10/19/2018 5:00	71.339	0.087					
3238	10/19/2018 6:00	70.995	0.113					
3239	10/19/2018 7:00	70.137	0.114					
3240	10/19/2018 8:00	69.622	0.118					
3241	10/19/2018 9:00	69.278	0.129					
3242	10/19/2018 10:00	68.934	0.128					
3243	10/19/2018 11:00	68.934	0.134					
3244	10/19/2018 12:00	68.934	0.14					
3245	10/19/2018 13:00	69.107	0.128					
3246	10/19/2018 14:00	69.107	0.134					
3247	10/19/2018 15:00	69.107	0.129					
3248	10/19/2018 16:00	68.934	0.123					
3249	10/19/2018 17:00	68.934	0.117					
3250	10/19/2018 18:00	68.934	0.118					
3251	10/19/2018 19:00	69.107	0.1					
3252	10/19/2018 20:00	69.449	0.096					
3253	10/19/2018 21:00	69.622	0.072					
3254	10/19/2018 22:00	69.793	0.06					
3255	10/19/2018 23:00	69.964	0.049					
3256	10/20/2018 0:00	70.137	0.027					
3257	10/20/2018 1:00	70.308	0.027					
3258	10/20/2018 2:00	70.48	0.017					
3259	10/20/2018 3:00	70.651	0.011					
3260	10/20/2018 4:00	70.651	0.005					
3261	10/20/2018 5:00	70.824	0					
3262	10/20/2018 6:00	70.651	0.006					
3263	10/20/2018 7:00	69.793	0.024					
3264	10/20/2018 8:00	69.278	0.023					
3265	10/20/2018 9:00	69.107	0.04					
3266	10/20/2018 10:00	68.934	0.039					
3267	10/20/2018 11:00	68.934	0.035					
3268	10/20/2018 12:00	68.934	0.04					
3269	10/20/2018 13:00	68.934	0.039					
3270	10/20/2018 14:00	68.763	0.028					
3271	10/20/2018 15:00	68.763	0.023					
3272	10/20/2018 16:00	68.421	0.028					
3273	10/20/2018 17:00	68.077	0.022					
3274	10/20/2018 18:00	68.077	0.016					
3275	10/20/2018 19:00	68.421	0.028					
3276	10/20/2018 20:00	68.763	0.034					
3277	10/20/2018 21:00	68.934	0.033					
3278	10/20/2018 22:00	69.278	0.034					
3279	10/20/2018 23:00	69.449	0.04					
3280	10/21/2018 0:00	69.622	0.033					
3281	10/21/2018 1:00	69.793	0.033					
3282	10/21/2018 2:00	69.964	0.033					
3283	10/21/2018 3:00	70.137	0.027					
3284	10/21/2018 4:00	70.308	0.017					
3285	10/21/2018 5:00	70.48	0.017					
3286	10/21/2018 6:00	70.308	0.033					
3287	10/21/2018 7:00	69.278	0.063					
3288	10/21/2018 8:00	68.592	0.073					
3289	10/21/2018 9:00	68.592	0.079					
3290	10/21/2018 10:00	68.592	0.079					
3291	10/21/2018 11:00	68.592	0.067					
3292	10/21/2018 12:00	68.763	0.062					
3293	10/21/2018 13:00	68.592	0.057					
3294	10/21/2018 14:00	68.592	0.044					
3295	10/21/2018 15:00	68.592	0.038					
3296	10/21/2018 16:00	68.763	0.04					
3297	10/21/2018 17:00	68.421	0.039					
3298	10/21/2018 18:00	68.421	0.038					
3299	10/21/2018 19:00	68.592	0.033					
3300	10/21/2018 20:00	68.934	0.028					
3301	10/21/2018 21:00	69.107	0.027					
3302	10/21/2018 22:00	69.278	0.022					
3303	10/21/2018 23:00	69.622	0.017					
3304	10/22/2018 0:00	69.793	0.012					
3305	10/22/2018 1:00	69.964	0.006					
3306	10/22/2018 2:00	69.964	-0.006					
