Plot Title: 2017EagleRiverWater									
#	Date	"Time, GMT-08:00"	"Abs Pres, kPa (LGR S/N: 9939973, SEN S/N: 9939973)"	"Temp, °C (LGR S/N: 9939973, SEN S/N: 9939973)"	Coupler Detached (LGR S/N: 9939973)	Coupler Attached (LGR S/N: 9939973)	Host Connected (LGR S/N: 9939973)	Stopped (LGR S/N: 9939973)	End Of File (LGR S/N: 9939973)
1207	7/25/2017	9:00:00 PM	105.914	7.179					
1208	7/25/2017	10:00:00 PM	105.95	7.179					
1209	7/25/2017	11:00:00 PM	106.093	7.179					
1210	7/26/2017	12:00:00 AM	106.04	7.179					
1211	7/26/2017	1:00:00 AM	105.95	7.179					
1212	7/26/2017	2:00:00 AM	106.129	7.179					
1213	7/26/2017	3:00:00 AM	106.166	7.28					
1214	7/26/2017	4:00:00 AM	106.166	7.28					
1215	7/26/2017	5:00:00 AM	106.058	7.28					
1216	7/26/2017	6:00:00 AM	106.165	7.179					
1217	7/26/2017	7:00:00 AM	106.111	7.179					
1218	7/26/2017	8:00:00 AM	106.111	7.079					
1219	7/26/2017	9:00:00 AM	105.949	6.978					
1220	7/26/2017	10:00:00 AM	105.876	6.877					
1221	7/26/2017	11:00:00 AM	105.858	6.775					
1222	7/26/2017	12:00:00 PM	105.679	6.775					
1223	7/26/2017	1:00:00 PM	105.589	6.775					
1224	7/26/2017	2:00:00 PM	105.463	6.775					
1225	7/26/2017	3:00:00 PM	105.41	6.877					
1226	7/26/2017	4:00:00 PM	105.303	6.978					
1227	7/26/2017	5:00:00 PM	105.304	7.079					
1228	7/26/2017	6:00:00 PM	105.161	7.179					
1229	7/26/2017	7:00:00 PM	105.269	7.28					
1230	7/26/2017	8:00:00 PM	105.288	7.381					
1231	7/26/2017	9:00:00 PM	105.325	7.582					
1232	7/26/2017	10:00:00 PM	105.469	7.682					
1233	7/26/2017	11:00:00 PM	105.649	7.782					
1234	7/27/2017	12:00:00 AM	105.739	7.983					
1235	7/27/2017	1:00:00 AM	105.901	8.082					
1236	7/27/2017	2:00:00 AM	105.974	8.182					
1237	7/27/2017	3:00:00 AM	106.117	8.182					
1238	7/27/2017	4:00:00 AM	106.153	8.182					
1239	7/27/2017	5:00:00 AM	106.261	8.182					
1240	7/27/2017	6:00:00 AM	106.224	8.082					
1241	7/27/2017	7:00:00 AM	106.205	7.882					
1242	7/27/2017	8:00:00 AM	106.24	7.782					
1243	7/27/2017	9:00:00 AM	106.114	7.582					
1244	7/27/2017	10:00:00 AM	105.987	7.381					
1245	7/27/2017	11:00:00 AM	105.932	7.179					
1246	7/27/2017	12:00:00 PM	105.788	7.079					
1247	7/27/2017	1:00:00 PM	105.644	6.978					
1248	7/27/2017	2:00:00 PM	105.572	6.978					
1249	7/27/2017	3:00:00 PM	105.465	6.978					
1250	7/27/2017	4:00:00 PM	105.394	7.179					
1251	7/27/2017	5:00:00 PM	105.305	7.381					
1252	7/27/2017	6:00:00 PM	105.182	7.782					
1253	7/27/2017	7:00:00 PM	105.166	8.082					
1254	7/27/2017	8:00:00 PM	105.222	8.382					
1255	7/27/2017	9:00:00 PM	105.349	8.68					
1256	7/27/2017	10:00:00 PM	105.565	8.879					
1257	7/27/2017	11:00:00 PM	105.801	9.176					
1258	7/28/2017	12:00:00 AM	106.071	9.373					
1259	7/28/2017	1:00:00 AM	106.161	9.472					
1260	7/28/2017	2:00:00 AM	106.216	9.571					
1261	7/28/2017	3:00:00 AM	106.323	9.571					
1262	7/28/2017	4:00:00 AM	106.448	9.373					
1263	7/28/2017	5:00:00 AM	106.339	9.176					
1264	7/28/2017	6:00:00 AM	106.516	8.879					
1265	7/28/2017	7:00:00 AM	106.514	8.581					
1266	7/28/2017	8:00:00 AM	106.334	8.382					
1267	7/28/2017	9:00:00 AM	106.422	8.082					
1268	7/28/2017	10:00:00 AM	106.259	7.882					
1269	7/28/2017	11:00:00 AM	105.989	7.682					
1270	7/28/2017	12:00:00 PM	106.203	7.582					
1271	7/28/2017	1:00:00 PM	106.023	7.481					
1272	7/28/2017	2:00:00 PM	106.041	7.381					
1273	7/28/2017	3:00:00 PM	105.843	7.381					
1274	7/28/2017	4:00:00 PM	105.79	7.381					
1275	7/28/2017	5:00:00 PM	105.79	7.381					
1276	7/28/2017	6:00:00 PM	105.628	7.381					
1277	7/28/2017	7:00:00 PM	105.665	7.481					
1278	7/28/2017	8:00:00 PM	105.594	7.582					
1279	7/28/2017	9:00:00 PM	105.612	7.682					
1280	7/28/2017	10:00:00 PM	105.774	7.782					
1281	7/28/2017	11:00:00 PM	105.757	7.983					
1282	7/29/2017	12:00:00 AM	105.884	8.082					
1283	7/29/2017	1:00:00 AM	105.937	8.082					
1284	7/29/2017	2:00:00 AM	106.028	8.182					
1285	7/29/2017	3:00:00 AM	106.064	8.182					
1286	7/29/2017	4:00:00 AM	106.009	8.082					
1287	7/29/2017	5:00:00 AM	106.009	8.082					
1288	7/29/2017	6:00:00 AM	105.991	7.983					
1289	7/29/2017	7:00:00 AM	105.846	7.782					
1290	7/29/2017	8:00:00 AM	105.755	7.582					
1291	7/29/2017	9:00:00 AM	105.628	7.381					
1292	7/29/2017	10:00:00 AM	105.502	7.28					
1293	7/29/2017	11:00:00 AM	105.429	7.079					
1294	7/29/2017	12:00:00 PM	105.303	6.978					
1295	7/29/2017	1:00:00 PM	105.052	6.978					
1296	7/29/2017	2:00:00 PM	105.142	7.079					
1297	7/29/2017	3:00:00 PM	104.981	7.079					
1298	7/29/2017	4:00:00 PM	104.874	7.179					
1299	7/29/2017	5:00:00 PM	104.749	7.28					
1300	7/29/2017	6:00:00 PM	104.821	7.381					
1301	7/29/2017	7:00:00 PM	104.75	7.481					
1302	7/29/2017	8:00:00 PM	104.75	7.481					
1303	7/29/2017	9:00:00 PM	104.876	7.582					
1304	7/29/2017	10:00:00 PM	104.984	7.582					
1305	7/29/2017	11:00:00 PM	105.127	7.582					
1306	7/30/2017	12:00:00 AM	105.307	7.682					
1307	7/30/2017	1:00:00 AM	105.487	7.682					
1308	7/30/2017	2:00:00 AM	105.756	7.782					
1309	7/30/2017	3:00:00 AM	105.882	7.882					
1310	7/30/2017	4:00:00 AM	106.098	7.882					
1311	7/30/2017	5:00:00 AM	106.098	7.882					
1312	7/30/2017	6:00:00 AM	106.312	7.782					
1313	7/30/2017	7:00:00 AM	106.437	7.582					
1314	7/30/2017	8:00:00 AM	106.418	7.481					
1315	7/30/2017	9:00:00 AM	106.524	7.28					
1316	7/30/2017	10:00:00 AM	106.595	7.079					
1317	7/30/2017	11:00:00 AM	106.379	6.877					
1318	7/30/2017	12:00:00 PM	106.342	6.674					
1319	7/30/2017	1:00:00 PM	106.198	6.674					
1320	7/30/2017	2:00:00 PM	106.037	6.674					
1321	7/30/2017	3:00:00 PM	106.037	6.775					
1322	7/30/2017	4:00:00 PM	105.859	6.978					
1323	7/30/2017	5:00:00 PM	105.771	7.179					
1324	7/30/2017	6:00:00 PM	105.736	7.381					
1325	7/30/2017	7:00:00 PM	105.863	7.582					
1326	7/30/2017	8:00:00 PM	105.953	7.782					
1327	7/30/2017	9:00:00 PM	105.973	7.983					
1328	7/30/2017	10:00:00 PM	106.315	8.282					
1329	7/30/2017	11:00:00 PM	106.604	8.481					
1330	7/31/2017	12:00:00 AM	106.874	8.68					
1331	7/31/2017	1:00:00 AM	107.144	8.879					
1332	7/31/2017	2:00:00 AM	107.432	8.978					
1333	7/31/2017	3:00:00 AM	107.738	9.077					
1334	7/31/2017	4:00:00 AM	107.827	8.978					
1335	7/31/2017	5:00:00 AM	107.916	8.879					
1336	7/31/2017	6:00:00 AM	107.986	8.581					
1337	7/31/2017	7:00:00 AM	107.949	8.382					
1338	7/31/2017	8:00:00 AM	107.965	8.082					
1339	7/31/2017	9:00:00 AM	107.873	7.782					
1340	7/31/2017	10:00:00 AM	107.818	7.582					
1341	7/31/2017	11:00:00 AM	107.817	7.481					
1342	7/31/2017	12:00:00 PM	107.673	7.381					
1343	7/31/2017	1:00:00 PM	107.512	7.381					
1344	7/31/2017	2:00:00 PM	107.458	7.481					
1345	7/31/2017	3:00:00 PM	107.28	7.682					
1346	7/31/2017	4:00:00 PM	107.245	7.782					
1347	7/31/2017	5:00:00 PM	107.102	7.882					
1348	7/31/2017	6:00:00 PM	107.013	7.983					
1349	7/31/2017	7:00:00 PM	106.996	8.082					
1350	7/31/2017	8:00:00 PM	106.943	8.182					
1351	7/31/2017	9:00:00 PM	107.033	8.282					
1352	7/31/2017	10:00:00 PM	107.195	8.382					
1353	7/31/2017	11:00:00 PM	107.34	8.68					
1354	8/1/2017	12:00:00 AM	107.557	8.879					
1355	8/1/2017	1:00:00 AM	107.63	8.978					
1356	8/1/2017	2:00:00 AM	107.791	8.978					
1357	8/1/2017	3:00:00 AM	107.863	8.978					
1358	8/1/2017	4:00:00 AM	107.879	8.779					
1359	8/1/2017	5:00:00 AM	107.753	8.581					
1360	8/1/2017	6:00:00 AM	107.661	8.382					
1361	8/1/2017	7:00:00 AM	107.642	8.182					
1362	8/1/2017	8:00:00 AM	107.533	7.882					
1363	8/1/2017	9:00:00 AM	107.406	7.682					
1364	8/1/2017	10:00:00 AM	107.279	7.481					
1365	8/1/2017	11:00:00 AM	107.206	7.28					
1366	8/1/2017	12:00:00 PM	107.098	7.179					
1367	8/1/2017	1:00:00 PM	106.972	7.079					
1368	8/1/2017	2:00:00 PM	106.936	7.079					
1369	8/1/2017	3:00:00 PM	106.864	7.079					
1370	8/1/2017	4:00:00 PM	106.722	7.28					
1371	8/1/2017	5:00:00 PM	106.669	7.381					
1372	8/1/2017	6:00:00 PM	106.562	7.481					
1373	8/1/2017	7:00:00 PM	106.544	7.582					
1374	8/1/2017	8:00:00 PM	106.527	7.682					
1375	8/1/2017	9:00:00 PM	106.617	7.782					
1376	8/1/2017	10:00:00 PM	106.69	7.882					
1377	8/1/2017	11:00:00 PM	106.69	7.983					
1378	8/2/2017	12:00:00 AM	106.888	8.082					
1379	8/2/2017	1:00:00 AM	107.068	8.182					
1380	8/2/2017	2:00:00 AM	107.086	8.182					
1381	8/2/2017	3:00:00 AM	107.248	8.182					
1382	8/2/2017	4:00:00 AM	107.212	8.182					
1383	8/2/2017	5:00:00 AM	107.301	8.082					
1384	8/2/2017	6:00:00 AM	107.282	7.983					
1385	8/2/2017	7:00:00 AM	107.246	7.882					
1386	8/2/2017	8:00:00 AM	107.227	7.782					
1387	8/2/2017	9:00:00 AM	107.19	7.582					
1388	8/2/2017	10:00:00 AM	107.118	7.481					
1389	8/2/2017	11:00:00 AM	107.045	7.381					
1390	8/2/2017	12:00:00 PM	107.332	7.28					
1391	8/2/2017	1:00:00 PM	107.242	7.28					
1392	8/2/2017	2:00:00 PM	107.134	7.28					
1393	8/2/2017	3:00:00 PM	107.206	7.28					
1394	8/2/2017	4:00:00 PM	107.188	7.28					
1395	8/2/2017	5:00:00 PM	107.188	7.28					
1396	8/2/2017	6:00:00 PM	107.26	7.28					
1397	8/2/2017	7:00:00 PM	107.296	7.381					
1398	8/2/2017	8:00:00 PM	107.386	7.381					
1399	8/2/2017	9:00:00 PM	107.62	7.481					
1400	8/2/2017	10:00:00 PM	107.692	7.481					
1401	8/2/2017	11:00:00 PM	107.782	7.582					
1402	8/3/2017	12:00:00 AM	107.943	7.582					
1403	8/3/2017	1:00:00 AM	107.997	7.582					
1404	8/3/2017	2:00:00 AM	107.98	7.682					
1405	8/3/2017	3:00:00 AM	107.998	7.682					
1406	8/3/2017	4:00:00 AM	108.033	7.582					
1407	8/3/2017	5:00:00 AM	108.086	7.481					
1408	8/3/2017	6:00:00 AM	108.104	7.381					
1409	8/3/2017	7:00:00 AM	108.157	7.28					
1410	8/3/2017	8:00:00 AM	108.012	7.079					
1411	8/3/2017	9:00:00 AM	108.155	6.978					
1412	8/3/2017	10:00:00 AM	108.19	6.877					
1413	8/3/2017	11:00:00 AM	108.19	6.775					
1414	8/3/2017	12:00:00 PM	108.01	6.674					
1415	8/3/2017	1:00:00 PM	108.027	6.573					
1416	8/3/2017	2:00:00 PM	108.081	6.674					
1417	8/3/2017	3:00:00 PM	108.045	6.674					
1418	8/3/2017	4:00:00 PM	107.938	6.775					
1419	8/3/2017	5:00:00 PM	107.976	6.978					
1420	8/3/2017	6:00:00 PM	107.851	7.179					
1421	8/3/2017	7:00:00 PM	107.996	7.381					
1422	8/3/2017	8:00:00 PM	108.105	7.582					
1423	8/3/2017	9:00:00 PM	108.214	7.782					
1424	8/3/2017	10:00:00 PM	108.305	8.082					
1425	8/3/2017	11:00:00 PM	108.289	8.282					
1426	8/4/2017	12:00:00 AM	108.47	8.481					
1427	8/4/2017	1:00:00 AM	108.686	8.581					
1428	8/4/2017	2:00:00 AM	108.793	8.581					
1429	8/4/2017	3:00:00 AM	108.775	8.581					
1430	8/4/2017	4:00:00 AM	108.72	8.382					
1431	8/4/2017	5:00:00 AM	108.773	8.182					
1432	8/4/2017	6:00:00 AM	108.699	7.882					
1433	8/4/2017	7:00:00 AM	108.698	7.682					
1434	8/4/2017	8:00:00 AM	108.48	7.381					
1435	8/4/2017	9:00:00 AM	108.354	7.179					
1436	8/4/2017	10:00:00 AM	108.084	7.079					
1437	8/4/2017	11:00:00 AM	107.85	6.978					
1438	8/4/2017	12:00:00 PM	107.851	7.079					
1439	8/4/2017	1:00:00 PM	107.582	7.079					
1440	8/4/2017	2:00:00 PM	107.368	7.28					
1441	8/4/2017	3:00:00 PM	107.171	7.481					
1442	8/4/2017	4:00:00 PM	107.137	7.682					
1443	8/4/2017	5:00:00 PM	106.977	7.882					
1444	8/4/2017	6:00:00 PM	106.889	8.182					
1445	8/4/2017	7:00:00 PM	106.782	8.382					
1446	8/4/2017	8:00:00 PM	106.712	8.581					
1447	8/4/2017	9:00:00 PM	106.803	8.779					
1448	8/4/2017	10:00:00 PM	107.055	8.978					
1449	8/4/2017	11:00:00 PM	107.273	9.275					
1450	8/5/2017	12:00:00 AM	107.507	9.472					
1451	8/5/2017	1:00:00 AM	107.688	9.669					
1452	8/5/2017	2:00:00 AM	107.796	9.768					
1453	8/5/2017	3:00:00 AM	107.957	9.669					
1454	8/5/2017	4:00:00 AM	107.884	9.472					
1455	8/5/2017	5:00:00 AM	108.062	9.176					
1456	8/5/2017	6:00:00 AM	107.951	8.779					
1457	8/5/2017	7:00:00 AM	107.715	8.282					
1458	8/5/2017	8:00:00 AM	107.587	7.882					
1459	8/5/2017	9:00:00 AM	107.387	7.582					
1460	8/5/2017	10:00:00 AM	107.116	7.28					
1461	8/5/2017	11:00:00 AM	106.9	7.079					
1462	8/5/2017	12:00:00 PM	106.612	6.978					
1463	8/5/2017	1:00:00 PM	106.415	6.978					
1464	8/5/2017	2:00:00 PM	106.183	7.079					
1465	8/5/2017	3:00:00 PM	106.004	7.179					
1466	8/5/2017	4:00:00 PM	105.898	7.481					
1467	8/5/2017	5:00:00 PM	105.684	7.682					
1468	8/5/2017	6:00:00 PM	105.488	7.983					
1469	8/5/2017	7:00:00 PM	105.382	8.182					
1470	8/5/2017	8:00:00 PM	105.347	8.382					
1471	8/5/2017	9:00:00 PM	105.707	8.581					
1472	8/5/2017	10:00:00 PM	105.853	8.879					
1473	8/5/2017	11:00:00 PM	106.141	9.077					
1474	8/6/2017	12:00:00 AM	106.412	9.373					
1475	8/6/2017	1:00:00 AM	106.647	9.669					
1476	8/6/2017	2:00:00 AM	106.756	9.866					
1477	8/6/2017	3:00:00 AM	106.971	9.866					
1478	8/6/2017	4:00:00 AM	107.025	9.768					
1479	8/6/2017	5:00:00 AM	107.112	9.472					
1480	8/6/2017	6:00:00 AM	107.056	9.077					
1481	8/6/2017	7:00:00 AM	107.25	8.581					
1482	8/6/2017	8:00:00 AM	107.176	8.182					
1483	8/6/2017	9:00:00 AM	106.976	7.782					
1484	8/6/2017	10:00:00 AM	106.849	7.481					
1485	8/6/2017	11:00:00 AM	106.686	7.28					
1486	8/6/2017	12:00:00 PM	106.524	7.179					
1487	8/6/2017	1:00:00 PM	106.488	7.179					
1488	8/6/2017	2:00:00 PM	106.345	7.28					
1489	8/6/2017	3:00:00 PM	106.22	7.381					
1490	8/6/2017	4:00:00 PM	106.043	7.682					
1491	8/6/2017	5:00:00 PM	106.044	7.882					
1492	8/6/2017	6:00:00 PM	106.028	8.182					
1493	8/6/2017	7:00:00 PM	105.958	8.481					
1494	8/6/2017	8:00:00 PM	106.138	8.68					
1495	8/6/2017	9:00:00 PM	106.481	8.978					
1496	8/6/2017	10:00:00 PM	106.68	9.176					
1497	8/6/2017	11:00:00 PM	106.987	9.472					
1498	8/7/2017	12:00:00 AM	107.114	9.669					
1499	8/7/2017	1:00:00 AM	107.438	9.866					
1500	8/7/2017	2:00:00 AM	107.671	9.866					
1501	8/7/2017	3:00:00 AM	107.743	9.866					
1502	8/7/2017	4:00:00 AM	107.867	9.669					
1503	8/7/2017	5:00:00 AM	107.937	9.275					
1504	8/7/2017	6:00:00 AM	107.844	8.879					
1505	8/7/2017	7:00:00 AM	107.86	8.481					
1506	8/7/2017	8:00:00 AM	107.785	8.082					
1507	8/7/2017	9:00:00 AM	107.568	7.782					
1508	8/7/2017	10:00:00 AM	107.243	7.481					
1509	8/7/2017	11:00:00 AM	107.116	7.28					
1510	8/7/2017	12:00:00 PM	107.062	7.179					
1511	8/7/2017	1:00:00 PM	106.703	7.179					
1512	8/7/2017	2:00:00 PM	106.614	7.179					
1513	8/7/2017	3:00:00 PM	106.381	7.28					
1514	8/7/2017	4:00:00 PM	106.256	7.381					
1515	8/7/2017	5:00:00 PM	106.132	7.582					
1516	8/7/2017	6:00:00 PM	105.971	7.782					
1517	8/7/2017	7:00:00 PM	106.062	7.882					
1518	8/7/2017	8:00:00 PM	106.098	7.983					
1519	8/7/2017	9:00:00 PM	106.314	8.082					
1520	8/7/2017	10:00:00 PM	106.548	8.182					
1521	8/7/2017	11:00:00 PM	106.836	8.382					
1522	8/8/2017	12:00:00 AM	107.142	8.581					
1523	8/8/2017	1:00:00 AM	107.538	8.68					
1524	8/8/2017	2:00:00 AM	107.628	8.779					
1525	8/8/2017	3:00:00 AM	107.718	8.779					
1526	8/8/2017	4:00:00 AM	107.753	8.581					
1527	8/8/2017	5:00:00 AM	107.788	8.481					
1528	8/8/2017	6:00:00 AM	107.66	8.182					
1529	8/8/2017	7:00:00 AM	107.533	7.983					
1530	8/8/2017	8:00:00 AM	107.406	7.682					
1531	8/8/2017	9:00:00 AM	107.261	7.481					
1532	8/8/2017	10:00:00 AM	107.189	7.381					
1533	8/8/2017	11:00:00 AM	107.171	7.381					
1534	8/8/2017	12:00:00 PM	106.991	7.381					
1535	8/8/2017	1:00:00 PM	106.884	7.381					
1536	8/8/2017	2:00:00 PM	106.831	7.481					
1537	8/8/2017	3:00:00 PM	106.58	7.582					
1538	8/8/2017	4:00:00 PM	106.456	7.782					
1539	8/8/2017	5:00:00 PM	106.313	7.983					
1540	8/8/2017	6:00:00 PM	106.243	8.182					
1541	8/8/2017	7:00:00 PM	106.119	8.481					
1542	8/8/2017	8:00:00 PM	106.174	8.68					
1543	8/8/2017	9:00:00 PM	106.211	8.879					
1544	8/8/2017	10:00:00 PM	106.392	9.077					
1545	8/8/2017	11:00:00 PM	106.68	9.275					
1546	8/9/2017	12:00:00 AM	106.843	9.472					
1547	8/9/2017	1:00:00 AM	107.132	9.669					
1548	8/9/2017	2:00:00 AM	107.311	9.669					
1549	8/9/2017	3:00:00 AM	107.455	9.669					
1550	8/9/2017	4:00:00 AM	107.435	9.373					
1551	8/9/2017	5:00:00 AM	107.523	9.077					
1552	8/9/2017	6:00:00 AM	107.358	8.68					
1553	8/9/2017	7:00:00 AM	107.158	8.182					
1554	8/9/2017	8:00:00 AM	106.923	7.882					
1555	8/9/2017	9:00:00 AM	106.723	7.481					
1556	8/9/2017	10:00:00 AM	106.435	7.28					
1557	8/9/2017	11:00:00 AM	106.2	7.079					
1558	8/9/2017	12:00:00 PM	106.021	6.978					
1559	8/9/2017	1:00:00 PM	105.984	6.877					
1560	8/9/2017	2:00:00 PM	105.786	6.775					
1561	8/9/2017	3:00:00 PM	105.679	6.775					
1562	8/9/2017	4:00:00 PM	105.499	6.775					
1563	8/9/2017	5:00:00 PM	105.572	6.877					
1564	8/9/2017	6:00:00 PM	105.428	6.877					
1565	8/9/2017	7:00:00 PM	105.393	6.978					
1566	8/9/2017	8:00:00 PM	105.465	6.978					
1567	8/9/2017	9:00:00 PM	105.644	7.079					
1568	8/9/2017	10:00:00 PM	105.842	7.179					
1569	8/9/2017	11:00:00 PM	105.806	7.179					
1570	8/10/2017	12:00:00 AM	106.13	7.28					
1571	8/10/2017	1:00:00 AM	106.256	7.381					
1572	8/10/2017	2:00:00 AM	106.417	7.381					
1573	8/10/2017	3:00:00 AM	106.543	7.381					
1574	8/10/2017	4:00:00 AM	106.776	7.381					
1575	8/10/2017	5:00:00 AM	106.794	7.381					
1576	8/10/2017	6:00:00 AM	106.811	7.28					
1577	8/10/2017	7:00:00 AM	106.74	7.28					
1578	8/10/2017	8:00:00 AM	106.721	7.079					
1579	8/10/2017	9:00:00 AM	106.684	6.978					
1580	8/10/2017	10:00:00 AM	106.593	6.775					
1581	8/10/2017	11:00:00 AM	106.467	6.674					
1582	8/10/2017	12:00:00 PM	106.503	6.674					
1583	8/10/2017	1:00:00 PM	106.593	6.775					
1584	8/10/2017	2:00:00 PM	106.629	6.775					
1585	8/10/2017	3:00:00 PM	106.684	6.877					
1586	8/10/2017	4:00:00 PM	106.612	6.978					
1587	8/10/2017	5:00:00 PM	106.487	6.978					
1588	8/10/2017	6:00:00 PM	106.595	7.079					
1589	8/10/2017	7:00:00 PM	106.542	7.28					
1590	8/10/2017	8:00:00 PM	106.615	7.381					
1591	8/10/2017	9:00:00 PM	106.615	7.481					
1592	8/10/2017	10:00:00 PM	106.544	7.582					
1593	8/10/2017	11:00:00 PM	106.581	7.682					
1594	8/11/2017	12:00:00 AM	106.635	7.782					
1595	8/11/2017	1:00:00 AM	106.725	7.882					
1596	8/11/2017	2:00:00 AM	106.672	7.983					
1597	8/11/2017	3:00:00 AM	106.672	7.882					
1598	8/11/2017	4:00:00 AM	106.617	7.782					
1599	8/11/2017	5:00:00 AM	106.545	7.682					
1600	8/11/2017	6:00:00 AM	106.454	7.481					
1601	8/11/2017	7:00:00 AM	106.202	7.28					
1602	8/11/2017	8:00:00 AM	106.003	7.079					
1603	8/11/2017	9:00:00 AM	105.751	6.877					
1604	8/11/2017	10:00:00 AM	105.517	6.674					
1605	8/11/2017	11:00:00 AM	105.355	6.573					
1606	8/11/2017	12:00:00 PM	105.229	6.573					
1607	8/11/2017	1:00:00 PM	105.067	6.471					
1608	8/11/2017	2:00:00 PM	104.816	6.471					
1609	8/11/2017	3:00:00 PM	104.53	6.573					
1610	8/11/2017	4:00:00 PM	104.404	6.573					
1611	8/11/2017	5:00:00 PM	104.476	6.573					
1612	8/11/2017	6:00:00 PM	104.422	6.573					
1613	8/11/2017	7:00:00 PM	104.458	6.573					
1614	8/11/2017	8:00:00 PM	104.477	6.674					
1615	8/11/2017	9:00:00 PM	104.477	6.775					
1616	8/11/2017	10:00:00 PM	104.657	6.775					
1617	8/11/2017	11:00:00 PM	104.729	6.877					
1618	8/12/2017	12:00:00 AM	104.657	6.877					
1619	8/12/2017	1:00:00 AM	104.765	6.877					
1620	8/12/2017	2:00:00 AM	104.801	6.877					
1621	8/12/2017	3:00:00 AM	104.89	6.877					
1622	8/12/2017	4:00:00 AM	104.854	6.775					
1623	8/12/2017	5:00:00 AM	104.872	6.775					
1624	8/12/2017	6:00:00 AM	104.781	6.573					
1625	8/12/2017	7:00:00 AM	104.852	6.471					
1626	8/12/2017	8:00:00 AM	104.798	6.37					
1627	8/12/2017	9:00:00 AM	104.689	6.166					
1628	8/12/2017	10:00:00 AM	104.456	6.064					
1629	8/12/2017	11:00:00 AM	104.33	6.064					
1630	8/12/2017	12:00:00 PM	104.132	5.962					
1631	8/12/2017	1:00:00 PM	104.025	6.064					
1632	8/12/2017	2:00:00 PM	103.864	6.166					
1633	8/12/2017	3:00:00 PM	103.793	6.268					
1634	8/12/2017	4:00:00 PM	103.632	6.37					
1635	8/12/2017	5:00:00 PM	103.471	6.37					
1636	8/12/2017	6:00:00 PM	103.4	6.471					
1637	8/12/2017	7:00:00 PM	103.329	6.573					
1638	8/12/2017	8:00:00 PM	103.293	6.674					
1639	8/12/2017	9:00:00 PM	103.437	6.674					
1640	8/12/2017	10:00:00 PM	103.652	6.775					
1641	8/12/2017	11:00:00 PM	103.707	6.877					
1642	8/13/2017	12:00:00 AM	103.797	6.978					
1643	8/13/2017	1:00:00 AM	104.048	6.978					
1644	8/13/2017	2:00:00 AM	104.066	6.978					
1645	8/13/2017	3:00:00 AM	104.28	6.877					
1646	8/13/2017	4:00:00 AM	104.459	6.775					
1647	8/13/2017	5:00:00 AM	104.835	6.674					
1648	8/13/2017	6:00:00 AM	104.96	6.573					
1649	8/13/2017	7:00:00 AM	105.031	6.37					
1650	8/13/2017	8:00:00 AM	104.851	6.268					
1651	8/13/2017	9:00:00 AM	105.03	6.166					
1652	8/13/2017	10:00:00 AM	105.011	6.064					
1653	8/13/2017	11:00:00 AM	105.029	5.962					
1654	8/13/2017	12:00:00 PM	104.939	5.962					
1655	8/13/2017	1:00:00 PM	104.832	5.962					
1656	8/13/2017	2:00:00 PM	105.029	5.962					
1657	8/13/2017	3:00:00 PM	105.011	6.064					
1658	8/13/2017	4:00:00 PM	105.173	6.166					
1659	8/13/2017	5:00:00 PM	105.245	6.166					
1660	8/13/2017	6:00:00 PM	105.228	6.268					
1661	8/13/2017	7:00:00 PM	105.192	6.268					
1662	8/13/2017	8:00:00 PM	105.372	6.37					
1663	8/13/2017	9:00:00 PM	105.282	6.471					
1664	8/13/2017	10:00:00 PM	105.408	6.471					
1665	8/13/2017	11:00:00 PM	105.408	6.471					
1666	8/14/2017	12:00:00 AM	105.48	6.471					
1667	8/14/2017	1:00:00 AM	105.408	6.471					
1668	8/14/2017	2:00:00 AM	105.426	6.471					
1669	8/14/2017	3:00:00 AM	105.39	6.471					
1670	8/14/2017	4:00:00 AM	105.497	6.37					
1671	8/14/2017	5:00:00 AM	105.532	6.268					
1672	8/14/2017	6:00:00 AM	105.531	6.064					
1673	8/14/2017	7:00:00 AM	105.477	5.962					
1674	8/14/2017	8:00:00 AM	105.261	5.757					
1675	8/14/2017	9:00:00 AM	105.171	5.655					
1676	8/14/2017	10:00:00 AM	105.153	5.655					
1677	8/14/2017	11:00:00 AM	104.955	5.655					
1678	8/14/2017	12:00:00 PM	104.83	5.655					
1679	8/14/2017	1:00:00 PM	104.759	5.757					
1680	8/14/2017	2:00:00 PM	104.724	5.962					
1681	8/14/2017	3:00:00 PM	104.635	6.166					
1682	8/14/2017	4:00:00 PM	104.565	6.471					
1683	8/14/2017	5:00:00 PM	104.422	6.471					
1684	8/14/2017	6:00:00 PM	104.315	6.573					
1685	8/14/2017	7:00:00 PM	104.333	6.674					
1686	8/14/2017	8:00:00 PM	104.263	6.877					
1687	8/14/2017	9:00:00 PM	104.281	6.978					
1688	8/14/2017	10:00:00 PM	104.407	7.079					
1689	8/14/2017	11:00:00 PM	104.497	7.179					
1690	8/15/2017	12:00:00 AM	104.57	7.28					
1691	8/15/2017	1:00:00 AM	104.731	7.28					
1692	8/15/2017	2:00:00 AM	104.803	7.28					
1693	8/15/2017	3:00:00 AM	104.821	7.381					
1694	8/15/2017	4:00:00 AM	105	7.28					
1695	8/15/2017	5:00:00 AM	104.964	7.179					
1696	8/15/2017	6:00:00 AM	104.837	7.079					
1697	8/15/2017	7:00:00 AM	104.873	6.978					
1698	8/15/2017	8:00:00 AM	104.8	6.775					
