Plot Title: 2017EagleRiverBaro,,,,,,,,,
#,Date,"Time, GMT-08:00","Abs Pres, kPa (LGR S/N: 9939974, SEN S/N: 9939974)","Temp, °C (LGR S/N: 9939974, SEN S/N: 9939974)",Coupler Detached (LGR S/N: 9939974),Coupler Attached (LGR S/N: 9939974),Host Connected (LGR S/N: 9939974),Stopped (LGR S/N: 9939974),End Of File (LGR S/N: 9939974)
1,6/5/2017,3:00:00 PM,100.73,18.045,Logged,,,,
2,6/5/2017,4:00:00 PM,100.692,15.473,,,,,
3,6/5/2017,5:00:00 PM,100.668,15.664,,,,,
4,6/5/2017,6:00:00 PM,100.638,15.569,,,,,
5,6/5/2017,7:00:00 PM,100.595,15.569,,,,,
6,6/5/2017,8:00:00 PM,100.568,14.9,,,,,
7,6/5/2017,9:00:00 PM,100.558,15.091,,,,,
8,6/5/2017,10:00:00 PM,100.554,13.461,,,,,
9,6/5/2017,11:00:00 PM,100.61,13.461,,,,,
10,6/6/2017,12:00:00 AM,100.623,9.768,,,,,
11,6/6/2017,1:00:00 AM,100.604,7.983,,,,,
12,6/6/2017,2:00:00 AM,100.636,6.674,,,,,
13,6/6/2017,3:00:00 AM,100.71,5.347,,,,,
14,6/6/2017,4:00:00 AM,100.714,3.998,,,,,
15,6/6/2017,5:00:00 AM,100.725,3.788,,,,,
16,6/6/2017,6:00:00 AM,100.767,3.788,,,,,
17,6/6/2017,7:00:00 AM,100.692,6.674,,,,,
18,6/6/2017,8:00:00 AM,100.781,9.275,,,,,
19,6/6/2017,9:00:00 AM,100.754,10.063,,,,,
20,6/6/2017,10:00:00 AM,100.771,10.944,,,,,
21,6/6/2017,11:00:00 AM,100.813,12.401,,,,,
22,6/6/2017,12:00:00 PM,100.789,12.594,,,,,
23,6/6/2017,1:00:00 PM,100.799,13.846,,,,,
24,6/6/2017,2:00:00 PM,100.775,16.808,,,,,
25,6/6/2017,3:00:00 PM,100.719,16.141,,,,,
26,6/6/2017,4:00:00 PM,100.639,16.999,,,,,
27,6/6/2017,5:00:00 PM,100.534,18.711,,,,,
28,6/6/2017,6:00:00 PM,100.426,18.901,,,,,
29,6/6/2017,7:00:00 PM,100.283,18.14,,,,,
30,6/6/2017,8:00:00 PM,100.191,17.76,,,,,
31,6/6/2017,9:00:00 PM,100.116,16.141,,,,,
32,6/6/2017,10:00:00 PM,100.049,13.461,,,,,
33,6/6/2017,11:00:00 PM,100.08,11.431,,,,,
34,6/7/2017,12:00:00 AM,100.064,9.077,,,,,
35,6/7/2017,1:00:00 AM,100.131,8.182,,,,,
36,6/7/2017,2:00:00 AM,100.153,8.581,,,,,
37,6/7/2017,3:00:00 AM,100.212,8.779,,,,,
38,6/7/2017,4:00:00 AM,100.307,8.581,,,,,
39,6/7/2017,5:00:00 AM,100.422,8.779,,,,,
40,6/7/2017,6:00:00 AM,100.453,8.182,,,,,
41,6/7/2017,7:00:00 AM,100.498,9.077,,,,,
42,6/7/2017,8:00:00 AM,100.514,11.431,,,,,
43,6/7/2017,9:00:00 AM,100.584,14.996,,,,,
44,6/7/2017,10:00:00 AM,100.598,14.996,,,,,
45,6/7/2017,11:00:00 AM,100.643,16.523,,,,,
46,6/7/2017,12:00:00 PM,100.599,17.094,,,,,
47,6/7/2017,1:00:00 PM,100.58,19.567,,,,,
48,6/7/2017,2:00:00 PM,100.562,17.379,,,,,
49,6/7/2017,3:00:00 PM,100.524,17.57,,,,,
50,6/7/2017,4:00:00 PM,100.544,19.187,,,,,
51,6/7/2017,5:00:00 PM,100.526,19.662,,,,,
52,6/7/2017,6:00:00 PM,100.494,18.14,,,,,
53,6/7/2017,7:00:00 PM,100.502,15.091,,,,,
54,6/7/2017,8:00:00 PM,100.47,14.9,,,,,
55,6/7/2017,9:00:00 PM,100.425,13.365,,,,,
56,6/7/2017,10:00:00 PM,100.425,11.916,,,,,
57,6/7/2017,11:00:00 PM,100.433,10.846,,,,,
58,6/8/2017,12:00:00 AM,100.448,10.161,,,,,
59,6/8/2017,1:00:00 AM,100.409,9.571,,,,,
60,6/8/2017,2:00:00 AM,100.389,9.275,,,,,
61,6/8/2017,3:00:00 AM,100.388,9.176,,,,,
62,6/8/2017,4:00:00 AM,100.368,8.879,,,,,
63,6/8/2017,5:00:00 AM,100.322,8.68,,,,,
64,6/8/2017,6:00:00 AM,100.328,8.978,,,,,
65,6/8/2017,7:00:00 AM,100.301,9.768,,,,,
66,6/8/2017,8:00:00 AM,100.312,10.357,,,,,
67,6/8/2017,9:00:00 AM,100.305,12.207,,,,,
68,6/8/2017,10:00:00 AM,100.263,15.76,,,,,
69,6/8/2017,11:00:00 AM,100.246,17.665,,,,,
70,6/8/2017,12:00:00 PM,100.218,17.665,,,,,
71,6/8/2017,1:00:00 PM,100.221,18.521,,,,,
72,6/8/2017,2:00:00 PM,100.197,18.711,,,,,
73,6/8/2017,3:00:00 PM,100.187,19.567,,,,,
74,6/8/2017,4:00:00 PM,100.168,21.951,,,,,
75,6/8/2017,5:00:00 PM,100.147,20.329,,,,,
76,6/8/2017,6:00:00 PM,100.131,18.901,,,,,
77,6/8/2017,7:00:00 PM,100.135,17.76,,,,,
78,6/8/2017,8:00:00 PM,100.147,15.569,,,,,
79,6/8/2017,9:00:00 PM,100.146,14.804,,,,,
80,6/8/2017,10:00:00 PM,100.183,13.846,,,,,
81,6/8/2017,11:00:00 PM,100.172,12.594,,,,,
82,6/9/2017,12:00:00 AM,100.19,11.334,,,,,
83,6/9/2017,1:00:00 AM,100.177,10.651,,,,,
84,6/9/2017,2:00:00 AM,100.18,10.063,,,,,
85,6/9/2017,3:00:00 AM,100.183,9.472,,,,,
86,6/9/2017,4:00:00 AM,100.139,9.373,,,,,
87,6/9/2017,5:00:00 AM,100.125,8.581,,,,,
88,6/9/2017,6:00:00 AM,100.148,9.077,,,,,
89,6/9/2017,7:00:00 AM,100.166,10.063,,,,,
90,6/9/2017,8:00:00 AM,100.173,11.916,,,,,
91,6/9/2017,9:00:00 AM,100.213,13.942,,,,,
92,6/9/2017,10:00:00 AM,100.209,15.187,,,,,
93,6/9/2017,11:00:00 AM,100.218,16.999,,,,,
94,6/9/2017,12:00:00 PM,100.231,18.996,,,,,
95,6/9/2017,1:00:00 PM,100.265,19.948,,,,,
96,6/9/2017,2:00:00 PM,100.307,19.948,,,,,
97,6/9/2017,3:00:00 PM,100.273,18.996,,,,,
98,6/9/2017,4:00:00 PM,100.303,19.758,,,,,
99,6/9/2017,5:00:00 PM,100.311,20.138,,,,,
100,6/9/2017,6:00:00 PM,100.289,19.758,,,,,
101,6/9/2017,7:00:00 PM,100.305,20.519,,,,,
102,6/9/2017,8:00:00 PM,100.323,18.711,,,,,
103,6/9/2017,9:00:00 PM,100.318,16.427,,,,,
104,6/9/2017,10:00:00 PM,100.324,14.613,,,,,
105,6/9/2017,11:00:00 PM,100.334,12.98,,,,,
106,6/10/2017,12:00:00 AM,100.357,12.013,,,,,
107,6/10/2017,1:00:00 AM,100.371,12.013,,,,,
108,6/10/2017,2:00:00 AM,100.439,11.916,,,,,
109,6/10/2017,3:00:00 AM,100.472,11.431,,,,,
110,6/10/2017,4:00:00 AM,100.479,11.041,,,,,
111,6/10/2017,5:00:00 AM,100.489,10.846,,,,,
112,6/10/2017,6:00:00 AM,100.503,10.846,,,,,
113,6/10/2017,7:00:00 AM,100.527,10.651,,,,,
114,6/10/2017,8:00:00 AM,100.552,10.455,,,,,
115,6/10/2017,9:00:00 AM,100.525,10.553,,,,,
116,6/10/2017,10:00:00 AM,100.601,10.846,,,,,
117,6/10/2017,11:00:00 AM,100.626,11.431,,,,,
118,6/10/2017,12:00:00 PM,100.658,13.076,,,,,
119,6/10/2017,1:00:00 PM,100.671,14.421,,,,,
120,6/10/2017,2:00:00 PM,100.669,14.325,,,,,
121,6/10/2017,3:00:00 PM,100.65,13.365,,,,,
122,6/10/2017,4:00:00 PM,100.683,12.207,,,,,
123,6/10/2017,5:00:00 PM,100.641,12.207,,,,,
124,6/10/2017,6:00:00 PM,100.583,12.11,,,,,
125,6/10/2017,7:00:00 PM,100.579,11.139,,,,,
126,6/10/2017,8:00:00 PM,100.564,11.819,,,,,
127,6/10/2017,9:00:00 PM,100.537,11.139,,,,,
128,6/10/2017,10:00:00 PM,100.522,10.357,,,,,
129,6/10/2017,11:00:00 PM,100.512,9.866,,,,,
130,6/11/2017,12:00:00 AM,100.506,8.779,,,,,
131,6/11/2017,1:00:00 AM,100.542,7.682,,,,,
132,6/11/2017,2:00:00 AM,100.52,6.471,,,,,
133,6/11/2017,3:00:00 AM,100.563,5.757,,,,,
134,6/11/2017,4:00:00 AM,100.562,5.655,,,,,
135,6/11/2017,5:00:00 AM,100.562,5.655,,,,,
136,6/11/2017,6:00:00 AM,100.565,5.86,,,,,
137,6/11/2017,7:00:00 AM,100.554,6.775,,,,,
138,6/11/2017,8:00:00 AM,100.578,8.879,,,,,
139,6/11/2017,9:00:00 AM,100.629,10.846,,,,,
140,6/11/2017,10:00:00 AM,100.662,11.819,,,,,
141,6/11/2017,11:00:00 AM,100.668,13.558,,,,,
142,6/11/2017,12:00:00 PM,100.684,15.091,,,,,
143,6/11/2017,1:00:00 PM,100.687,16.618,,,,,
144,6/11/2017,2:00:00 PM,100.697,17.094,,,,,
145,6/11/2017,3:00:00 PM,100.665,16.903,,,,,
146,6/11/2017,4:00:00 PM,100.654,17.76,,,,,
147,6/11/2017,5:00:00 PM,100.62,17.475,,,,,
148,6/11/2017,6:00:00 PM,100.617,16.618,,,,,
149,6/11/2017,7:00:00 PM,100.614,17.189,,,,,
150,6/11/2017,8:00:00 PM,100.636,15.473,,,,,
151,6/11/2017,9:00:00 PM,100.594,13.365,,,,,
152,6/11/2017,10:00:00 PM,100.64,11.431,,,,,
153,6/11/2017,11:00:00 PM,100.697,10.748,,,,,
154,6/12/2017,12:00:00 AM,100.723,9.866,,,,,
155,6/12/2017,1:00:00 AM,100.732,8.879,,,,,
156,6/12/2017,2:00:00 AM,100.721,8.282,,,,,
157,6/12/2017,3:00:00 AM,100.74,7.782,,,,,
158,6/12/2017,4:00:00 AM,100.72,7.481,,,,,
159,6/12/2017,5:00:00 AM,100.719,7.381,,,,,
160,6/12/2017,6:00:00 AM,100.717,7.28,,,,,
161,6/12/2017,7:00:00 AM,100.724,7.682,,,,,
162,6/12/2017,8:00:00 AM,100.753,8.481,,,,,
163,6/12/2017,9:00:00 AM,100.776,8.978,,,,,
164,6/12/2017,10:00:00 AM,100.798,10.161,,,,,
165,6/12/2017,11:00:00 AM,100.806,11.334,,,,,
166,6/12/2017,12:00:00 PM,100.822,11.431,,,,,
167,6/12/2017,1:00:00 PM,100.826,11.625,,,,,
168,6/12/2017,2:00:00 PM,100.836,13.558,,,,,
169,6/12/2017,3:00:00 PM,100.825,14.421,,,,,
170,6/12/2017,4:00:00 PM,100.814,15.282,,,,,
171,6/12/2017,5:00:00 PM,100.804,15.473,,,,,
172,6/12/2017,6:00:00 PM,100.78,14.996,,,,,
173,6/12/2017,7:00:00 PM,100.789,14.038,,,,,
174,6/12/2017,8:00:00 PM,100.794,13.558,,,,,
175,6/12/2017,9:00:00 PM,100.809,12.207,,,,,
176,6/12/2017,10:00:00 PM,100.841,10.944,,,,,
177,6/12/2017,11:00:00 PM,100.858,8.879,,,,,
178,6/13/2017,12:00:00 AM,100.89,7.582,,,,,
179,6/13/2017,1:00:00 AM,100.909,7.079,,,,,
180,6/13/2017,2:00:00 AM,100.942,6.573,,,,,
181,6/13/2017,3:00:00 AM,100.968,6.471,,,,,
182,6/13/2017,4:00:00 AM,100.982,6.471,,,,,
183,6/13/2017,5:00:00 AM,101.01,6.471,,,,,
184,6/13/2017,6:00:00 AM,101.035,7.079,,,,,
185,6/13/2017,7:00:00 AM,101.034,7.782,,,,,
186,6/13/2017,8:00:00 AM,101.049,8.581,,,,,
187,6/13/2017,9:00:00 AM,101.076,10.063,,,,,
188,6/13/2017,10:00:00 AM,101.104,12.207,,,,,
189,6/13/2017,11:00:00 AM,101.094,13.173,,,,,
190,6/13/2017,12:00:00 PM,101.067,14.613,,,,,
191,6/13/2017,1:00:00 PM,101.049,14.421,,,,,
192,6/13/2017,2:00:00 PM,101.02,15.76,,,,,
193,6/13/2017,3:00:00 PM,101.032,16.332,,,,,
194,6/13/2017,4:00:00 PM,101.014,16.141,,,,,
195,6/13/2017,5:00:00 PM,100.99,15.664,,,,,
196,6/13/2017,6:00:00 PM,100.997,19.377,,,,,
197,6/13/2017,7:00:00 PM,100.955,18.711,,,,,
198,6/13/2017,8:00:00 PM,100.961,16.999,,,,,
199,6/13/2017,9:00:00 PM,100.955,14.613,,,,,
200,6/13/2017,10:00:00 PM,101.005,12.207,,,,,
201,6/13/2017,11:00:00 PM,101.014,10.455,,,,,
202,6/14/2017,12:00:00 AM,101.036,8.68,,,,,
203,6/14/2017,1:00:00 AM,101.048,7.782,,,,,
204,6/14/2017,2:00:00 AM,101.092,7.882,,,,,
205,6/14/2017,3:00:00 AM,101.078,7.882,,,,,
206,6/14/2017,4:00:00 AM,101.058,7.582,,,,,
207,6/14/2017,5:00:00 AM,101.04,7.381,,,,,
208,6/14/2017,6:00:00 AM,101.016,7.582,,,,,
209,6/14/2017,7:00:00 AM,101.011,8.082,,,,,
210,6/14/2017,8:00:00 AM,100.986,8.978,,,,,
211,6/14/2017,9:00:00 AM,101.005,14.996,,,,,
212,6/14/2017,10:00:00 AM,100.97,15.378,,,,,
213,6/14/2017,11:00:00 AM,100.94,13.846,,,,,
214,6/14/2017,12:00:00 PM,100.876,13.461,,,,,
215,6/14/2017,1:00:00 PM,100.843,13.942,,,,,
216,6/14/2017,2:00:00 PM,100.84,15.855,,,,,
217,6/14/2017,3:00:00 PM,100.803,17.475,,,,,
218,6/14/2017,4:00:00 PM,100.719,17.475,,,,,
219,6/14/2017,5:00:00 PM,100.66,18.045,,,,,
220,6/14/2017,6:00:00 PM,100.616,17.284,,,,,
221,6/14/2017,7:00:00 PM,100.535,16.713,,,,,
222,6/14/2017,8:00:00 PM,100.522,15.378,,,,,
223,6/14/2017,9:00:00 PM,100.499,14.23,,,,,
224,6/14/2017,10:00:00 PM,100.489,15.855,,,,,
225,6/14/2017,11:00:00 PM,100.514,12.883,,,,,
226,6/15/2017,12:00:00 AM,100.509,8.182,,,,,
227,6/15/2017,1:00:00 AM,100.483,5.962,,,,,
228,6/15/2017,2:00:00 AM,100.489,3.893,,,,,
229,6/15/2017,3:00:00 AM,100.441,3.578,,,,,
230,6/15/2017,4:00:00 AM,100.434,3.155,,,,,
231,6/15/2017,5:00:00 AM,100.421,2.41,,,,,
232,6/15/2017,6:00:00 AM,100.388,2.088,,,,,
233,6/15/2017,7:00:00 AM,100.36,4.519,,,,,
234,6/15/2017,8:00:00 AM,100.315,5.962,,,,,
235,6/15/2017,9:00:00 AM,100.28,16.618,,,,,
236,6/15/2017,10:00:00 AM,100.21,17.284,,,,,
237,6/15/2017,11:00:00 AM,100.139,15.855,,,,,
238,6/15/2017,12:00:00 PM,100.102,16.141,,,,,
239,6/15/2017,1:00:00 PM,100.027,17.284,,,,,
240,6/15/2017,2:00:00 PM,99.941,18.521,,,,,
241,6/15/2017,3:00:00 PM,99.848,16.046,,,,,
242,6/15/2017,4:00:00 PM,99.825,18.331,,,,,
243,6/15/2017,5:00:00 PM,99.758,23.1,,,,,
244,6/15/2017,6:00:00 PM,99.716,23.773,,,,,
245,6/15/2017,7:00:00 PM,99.672,21.091,,,,,
246,6/15/2017,8:00:00 PM,99.669,17.57,,,,,
247,6/15/2017,9:00:00 PM,99.64,16.141,,,,,
248,6/15/2017,10:00:00 PM,99.684,18.996,,,,,
249,6/15/2017,11:00:00 PM,99.67,15.569,,,,,
250,6/16/2017,12:00:00 AM,99.689,10.748,,,,,
251,6/16/2017,1:00:00 AM,99.722,7.983,,,,,
252,6/16/2017,2:00:00 AM,99.749,6.37,,,,,
253,6/16/2017,3:00:00 AM,99.781,5.037,,,,,
254,6/16/2017,4:00:00 AM,99.774,4.623,,,,,
255,6/16/2017,5:00:00 AM,99.782,3.472,,,,,
256,6/16/2017,6:00:00 AM,99.823,3.367,,,,,
257,6/16/2017,7:00:00 AM,99.819,3.998,,,,,
258,6/16/2017,8:00:00 AM,99.866,5.86,,,,,
259,6/16/2017,9:00:00 AM,99.897,18.426,,,,,
260,6/16/2017,10:00:00 AM,99.903,18.711,,,,,
261,6/16/2017,11:00:00 AM,99.927,17.855,,,,,
262,6/16/2017,12:00:00 PM,99.933,18.806,,,,,
263,6/16/2017,1:00:00 PM,99.943,19.948,,,,,
264,6/16/2017,2:00:00 PM,99.939,21.091,,,,,
265,6/16/2017,3:00:00 PM,99.963,18.901,,,,,
266,6/16/2017,4:00:00 PM,100.003,21.473,,,,,
267,6/16/2017,5:00:00 PM,100.045,25.319,,,,,
268,6/16/2017,6:00:00 PM,100.096,25.708,,,,,
269,6/16/2017,7:00:00 PM,100.161,20.996,,,,,
270,6/16/2017,8:00:00 PM,100.203,19.662,,,,,
271,6/16/2017,9:00:00 PM,100.253,18.045,,,,,
272,6/16/2017,10:00:00 PM,100.31,18.045,,,,,
273,6/16/2017,11:00:00 PM,100.411,14.038,,,,,
274,6/17/2017,12:00:00 AM,100.508,11.819,,,,,
275,6/17/2017,1:00:00 AM,100.569,10.651,,,,,
276,6/17/2017,2:00:00 AM,100.638,9.866,,,,,
277,6/17/2017,3:00:00 AM,100.706,8.978,,,,,
278,6/17/2017,4:00:00 AM,100.75,7.582,,,,,
279,6/17/2017,5:00:00 AM,100.807,6.877,,,,,
280,6/17/2017,6:00:00 AM,100.863,8.382,,,,,
281,6/17/2017,7:00:00 AM,100.915,9.669,,,,,
282,6/17/2017,8:00:00 AM,101.01,11.722,,,,,
283,6/17/2017,9:00:00 AM,101.061,14.325,,,,,
284,6/17/2017,10:00:00 AM,101.118,16.427,,,,,
285,6/17/2017,11:00:00 AM,101.144,16.332,,,,,
286,6/17/2017,12:00:00 PM,101.182,17.475,,,,,
287,6/17/2017,1:00:00 PM,101.214,17.665,,,,,
288,6/17/2017,2:00:00 PM,101.24,18.236,,,,,
289,6/17/2017,3:00:00 PM,101.266,16.141,,,,,
290,6/17/2017,4:00:00 PM,101.324,17.57,,,,,
291,6/17/2017,5:00:00 PM,101.302,17.189,,,,,
292,6/17/2017,6:00:00 PM,101.338,18.236,,,,,
293,6/17/2017,7:00:00 PM,101.336,17.475,,,,,
294,6/17/2017,8:00:00 PM,101.371,15.76,,,,,
295,6/17/2017,9:00:00 PM,101.439,14.996,,,,,
296,6/17/2017,10:00:00 PM,101.445,13.173,,,,,
297,6/17/2017,11:00:00 PM,101.487,11.041,,,,,
298,6/18/2017,12:00:00 AM,101.556,7.983,,,,,
299,6/18/2017,1:00:00 AM,101.636,7.782,,,,,
300,6/18/2017,2:00:00 AM,101.636,7.782,,,,,
301,6/18/2017,3:00:00 AM,101.665,7.079,,,,,
302,6/18/2017,4:00:00 AM,101.664,6.268,,,,,
303,6/18/2017,5:00:00 AM,101.675,6.877,,,,,
304,6/18/2017,6:00:00 AM,101.672,7.481,,,,,
305,6/18/2017,7:00:00 AM,101.701,8.282,,,,,
306,6/18/2017,8:00:00 AM,101.73,10.553,,,,,
307,6/18/2017,9:00:00 AM,101.734,12.207,,,,,
308,6/18/2017,10:00:00 AM,101.724,14.517,,,,,
309,6/18/2017,11:00:00 AM,101.675,13.461,,,,,
310,6/18/2017,12:00:00 PM,101.648,14.23,,,,,
311,6/18/2017,1:00:00 PM,101.585,15.282,,,,,
312,6/18/2017,2:00:00 PM,101.537,14.996,,,,,
313,6/18/2017,3:00:00 PM,101.455,15.091,,,,,
314,6/18/2017,4:00:00 PM,101.39,16.713,,,,,
315,6/18/2017,5:00:00 PM,101.326,19.662,,,,,
316,6/18/2017,6:00:00 PM,101.256,20.329,,,,,
317,6/18/2017,7:00:00 PM,101.127,18.236,,,,,
318,6/18/2017,8:00:00 PM,101.026,16.713,,,,,
319,6/18/2017,9:00:00 PM,100.951,17.189,,,,,
320,6/18/2017,10:00:00 PM,100.913,19.377,,,,,
321,6/18/2017,11:00:00 PM,100.868,15.855,,,,,
322,6/19/2017,12:00:00 AM,100.821,9.866,,,,,
323,6/19/2017,1:00:00 AM,100.761,7.381,,,,,
324,6/19/2017,2:00:00 AM,100.722,6.775,,,,,
325,6/19/2017,3:00:00 AM,100.663,5.86,,,,,
326,6/19/2017,4:00:00 AM,100.638,4.415,,,,,
327,6/19/2017,5:00:00 AM,100.613,3.788,,,,,
328,6/19/2017,6:00:00 AM,100.537,3.472,,,,,
329,6/19/2017,7:00:00 AM,100.447,3.893,,,,,
330,6/19/2017,8:00:00 AM,100.401,6.064,,,,,
331,6/19/2017,9:00:00 AM,100.349,9.373,,,,,
332,6/19/2017,10:00:00 AM,100.267,10.944,,,,,
333,6/19/2017,11:00:00 AM,100.216,11.236,,,,,
334,6/19/2017,12:00:00 PM,100.191,12.11,,,,,
335,6/19/2017,1:00:00 PM,100.167,15.187,,,,,
336,6/19/2017,2:00:00 PM,100.118,16.237,,,,,
337,6/19/2017,3:00:00 PM,100.074,16.141,,,,,
338,6/19/2017,4:00:00 PM,100.041,17.95,,,,,
339,6/19/2017,5:00:00 PM,99.989,21.473,,,,,
340,6/19/2017,6:00:00 PM,99.991,21.569,,,,,
341,6/19/2017,7:00:00 PM,99.977,18.901,,,,,
342,6/19/2017,8:00:00 PM,100.044,16.713,,,,,
343,6/19/2017,9:00:00 PM,100.105,14.9,,,,,
344,6/19/2017,10:00:00 PM,100.138,12.98,,,,,
345,6/19/2017,11:00:00 PM,100.212,11.722,,,,,
346,6/20/2017,12:00:00 AM,100.24,10.259,,,,,
347,6/20/2017,1:00:00 AM,100.263,9.275,,,,,
348,6/20/2017,2:00:00 AM,100.326,8.879,,,,,
349,6/20/2017,3:00:00 AM,100.368,8.879,,,,,
350,6/20/2017,4:00:00 AM,100.396,8.879,,,,,
351,6/20/2017,5:00:00 AM,100.436,8.779,,,,,
352,6/20/2017,6:00:00 AM,100.494,8.879,,,,,
353,6/20/2017,7:00:00 AM,100.566,8.978,,,,,
354,6/20/2017,8:00:00 AM,100.666,9.077,,,,,
355,6/20/2017,9:00:00 AM,100.738,9.176,,,,,
356,6/20/2017,10:00:00 AM,100.799,9.472,,,,,
357,6/20/2017,11:00:00 AM,100.926,10.259,,,,,
358,6/20/2017,12:00:00 PM,101.041,11.139,,,,,
359,6/20/2017,1:00:00 PM,101.081,14.613,,,,,
360,6/20/2017,2:00:00 PM,101.158,15.664,,,,,
361,6/20/2017,3:00:00 PM,101.234,15.951,,,,,
362,6/20/2017,4:00:00 PM,101.258,17.094,,,,,
363,6/20/2017,5:00:00 PM,101.328,16.427,,,,,
364,6/20/2017,6:00:00 PM,101.341,14.996,,,,,
365,6/20/2017,7:00:00 PM,101.368,14.23,,,,,
366,6/20/2017,8:00:00 PM,101.443,13.076,,,,,
367,6/20/2017,9:00:00 PM,101.496,12.207,,,,,
368,6/20/2017,10:00:00 PM,101.549,11.334,,,,,
369,6/20/2017,11:00:00 PM,101.611,10.161,,,,,
370,6/21/2017,12:00:00 AM,101.668,8.779,,,,,
371,6/21/2017,1:00:00 AM,101.724,7.983,,,,,
372,6/21/2017,2:00:00 AM,101.742,7.481,,,,,
373,6/21/2017,3:00:00 AM,101.756,7.481,,,,,
374,6/21/2017,4:00:00 AM,101.781,7.28,,,,,
375,6/21/2017,5:00:00 AM,101.801,6.877,,,,,
376,6/21/2017,6:00:00 AM,101.841,6.775,,,,,
377,6/21/2017,7:00:00 AM,101.908,8.082,,,,,
378,6/21/2017,8:00:00 AM,101.947,10.161,,,,,
379,6/21/2017,9:00:00 AM,101.989,13.75,,,,,
380,6/21/2017,10:00:00 AM,102.017,14.421,,,,,
381,6/21/2017,11:00:00 AM,102.033,13.846,,,,,
382,6/21/2017,12:00:00 PM,102.04,12.787,,,,,
383,6/21/2017,1:00:00 PM,102.048,13.173,,,,,
384,6/21/2017,2:00:00 PM,102.069,13.558,,,,,
385,6/21/2017,3:00:00 PM,102.092,16.046,,,,,
386,6/21/2017,4:00:00 PM,102.102,17.189,,,,,
387,6/21/2017,5:00:00 PM,102.098,16.332,,,,,
388,6/21/2017,6:00:00 PM,102.12,17.379,,,,,
389,6/21/2017,7:00:00 PM,102.134,16.713,,,,,
390,6/21/2017,8:00:00 PM,102.112,15.664,,,,,
391,6/21/2017,9:00:00 PM,102.159,15.187,,,,,
392,6/21/2017,10:00:00 PM,102.203,13.942,,,,,
393,6/21/2017,11:00:00 PM,102.236,11.334,,,,,
394,6/22/2017,12:00:00 AM,102.281,10.063,,,,,
395,6/22/2017,1:00:00 AM,102.332,9.768,,,,,
396,6/22/2017,2:00:00 AM,102.402,9.768,,,,,
397,6/22/2017,3:00:00 AM,102.451,10.161,,,,,
398,6/22/2017,4:00:00 AM,102.505,10.063,,,,,
399,6/22/2017,5:00:00 AM,102.536,9.472,,,,,
400,6/22/2017,6:00:00 AM,102.554,9.669,,,,,
401,6/22/2017,7:00:00 AM,102.591,10.161,,,,,
402,6/22/2017,8:00:00 AM,102.627,10.553,,,,,
403,6/22/2017,9:00:00 AM,102.698,11.334,,,,,
404,6/22/2017,10:00:00 AM,102.732,11.625,,,,,
405,6/22/2017,11:00:00 AM,102.76,12.304,,,,,
406,6/22/2017,12:00:00 PM,102.777,13.173,,,,,
407,6/22/2017,1:00:00 PM,102.799,12.883,,,,,
408,6/22/2017,2:00:00 PM,102.775,13.75,,,,,
409,6/22/2017,3:00:00 PM,102.784,14.23,,,,,
410,6/22/2017,4:00:00 PM,102.784,15.569,,,,,
411,6/22/2017,5:00:00 PM,102.768,16.141,,,,,
412,6/22/2017,6:00:00 PM,102.746,18.426,,,,,
413,6/22/2017,7:00:00 PM,102.735,16.618,,,,,
414,6/22/2017,8:00:00 PM,102.752,14.709,,,,,
415,6/22/2017,9:00:00 PM,102.731,12.98,,,,,
416,6/22/2017,10:00:00 PM,102.73,11.528,,,,,
417,6/22/2017,11:00:00 PM,102.741,10.651,,,,,
418,6/23/2017,12:00:00 AM,102.77,9.965,,,,,
419,6/23/2017,1:00:00 AM,102.764,9.669,,,,,
420,6/23/2017,2:00:00 AM,102.759,9.373,,,,,
421,6/23/2017,3:00:00 AM,102.697,9.077,,,,,
422,6/23/2017,4:00:00 AM,102.679,8.879,,,,,
423,6/23/2017,5:00:00 AM,102.649,8.779,,,,,
424,6/23/2017,6:00:00 AM,102.633,8.68,,,,,
425,6/23/2017,7:00:00 AM,102.639,8.978,,,,,
426,6/23/2017,8:00:00 AM,102.604,9.373,,,,,
427,6/23/2017,9:00:00 AM,102.602,9.965,,,,,
428,6/23/2017,10:00:00 AM,102.604,10.063,,,,,
429,6/23/2017,11:00:00 AM,102.587,10.651,,,,,
430,6/23/2017,12:00:00 PM,102.586,12.013,,,,,
431,6/23/2017,1:00:00 PM,102.553,13.173,,,,,
432,6/23/2017,2:00:00 PM,102.526,14.613,,,,,
433,6/23/2017,3:00:00 PM,102.471,16.046,,,,,
434,6/23/2017,4:00:00 PM,102.461,16.903,,,,,
435,6/23/2017,5:00:00 PM,102.385,15.951,,,,,
436,6/23/2017,6:00:00 PM,102.337,15.664,,,,,
437,6/23/2017,7:00:00 PM,102.289,15.378,,,,,
438,6/23/2017,8:00:00 PM,102.272,15.951,,,,,
439,6/23/2017,9:00:00 PM,102.221,14.134,,,,,
440,6/23/2017,10:00:00 PM,102.184,12.98,,,,,
441,6/23/2017,11:00:00 PM,102.135,11.916,,,,,
442,6/24/2017,12:00:00 AM,102.102,9.472,,,,,
443,6/24/2017,1:00:00 AM,102.084,7.782,,,,,
444,6/24/2017,2:00:00 AM,102.058,6.37,,,,,
